Publication Type,Authors,Author Full Names,Article Title,Source Title,ISSN,eISSN,ISBN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Book DOI,UT (Unique WOS ID)
J,"Chaichana, R; Leah, R; Moss, B","Chaichana, Ratcha; Leah, Rick; Moss, Brian","Conservation of pond systems: a case study of intractability, Brown Moss, UK",HYDROBIOLOGIA,0018-8158,,,2011,664,1,17,33,,10.1007/s10750-010-0579-y,,WOS:000288562800002
J,"Hahn, MW; Lang, E; Tarao, M; Brandt, U","Hahn, Martin W.; Lang, Elke; Tarao, Mitsunori; Brandt, Ulrike","Polynucleobacter rarus sp. nov., a free-living planktonic bacterium isolated from an acidic lake",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,1466-5026,,,2011,61,,781,787,,10.1099/ijs.0.017350-0,,WOS:000290135000015
J,"Hahn, MW; Lang, E; Brandt, U; Spröer, C","Hahn, Martin W.; Lang, Eike; Brandt, Ulrike; Sproeer, Cathrin","Polynucleobacter acidiphobus sp. nov., a representative of an abundant group of planktonic freshwater bacteria",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,1466-5026,1466-5034,,2011,61,,788,794,,10.1099/ijs.0.023929-0,,WOS:000290135000016
J,"Yvon-Durocher, G; Montoya, JM; Trimmer, M; Woodward, G","Yvon-Durocher, Gabriel; Montoya, Jose M.; Trimmer, Mark; Woodward, Guy",Warming alters the size spectrum and shifts the distribution of biomass in freshwater ecosystems,GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,,2011,17,4,1681,1694,,10.1111/j.1365-2486.2010.02321.x,,WOS:000287853000015
J,"Kramer, AM; Sarnelle, O; Yen, J","Kramer, Andrew M.; Sarnelle, Orlando; Yen, Jeannette",The effect of mating behavior and temperature variation on the critical population density of a freshwater copepod,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2011,56,2,707,715,,10.4319/lo.2011.56.2.0707,,WOS:000290677800025
J,"Schwaderer, AS; Yoshiyama, K; Pinto, PT; Swenson, NG; Klausmeier, CA; Litchman, E","Schwaderer, Anne S.; Yoshiyama, Kohei; de Tezanos Pinto, Paula; Swenson, Nathan G.; Klausmeier, Christopher A.; Litchman, Elena",Eco-evolutionary differences in light utilization traits and distributions of freshwater phytoplankton,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2011,56,2,589,598,,10.4319/lo.2011.56.2.0589,,WOS:000290677800015
J,"Ackermann, B; Esser, M; Scherwass, A; Arndt, H","Ackermann, Barbara; Esser, Markus; Scherwass, Anja; Arndt, Hartmut",Long-Term Dynamics of Microbial Biofilm Communities of the River Rhine with Special References to Ciliates,INTERNATIONAL REVIEW OF HYDROBIOLOGY,1434-2944,1522-2632,,2011,96,1,1,19,,10.1002/iroh.201011286,,WOS:000288099500001
J,"Bruggeman, J","Bruggeman, Jorn",A PHYLOGENETIC APPROACH TO THE ESTIMATION OF PHYTOPLANKTON TRAITS,JOURNAL OF PHYCOLOGY,0022-3646,1529-8817,,2011,47,1,52,65,,10.1111/j.1529-8817.2010.00946.x,,WOS:000287492700007
J,"Awiti, AO","Awiti, Alex O.",Biological Diversity and Resilience: Lessons from the Recovery of Cichlid Species in Lake Victoria,ECOLOGY AND SOCIETY,1708-3087,,,2011,16,1,,,9,,,WOS:000289081200029
J,"Bec, B; Collos, Y; Souchu, P; Vaquer, A; Lautier, J; Fiandrino, A; Benau, L; Orsoni, V; Laugier, T","Bec, Beatrice; Collos, Yves; Souchu, Philippe; Vaquer, Andre; Lautier, Jacques; Fiandrino, Annie; Benau, Laurent; Orsoni, Valerie; Laugier, Thierry",Distribution of picophytoplankton and nanophytoplankton along an anthropogenic eutrophication gradient in French Mediterranean coastal lagoons,AQUATIC MICROBIAL ECOLOGY,0948-3055,1616-1564,,2011,63,1,29,45,,10.3354/ame01480,,WOS:000287818000004
J,"Dzialowski, AR; Smith, VH; Wang, SH; Martin, MC; deNoyelles, F","Dzialowski, Andrew R.; Smith, Val H.; Wang, Shih-Hsien; Martin, Michael C.; deNoyelles, F., Jr.",Effects of non-algal turbidity on cyanobacterial biomass in seven turbid Kansas reservoirs,LAKE AND RESERVOIR MANAGEMENT,1040-2381,2151-5530,,2011,27,1,6,14,PII 934984675,10.1080/07438141.2011.551027,,WOS:000288676400002
B,"Gagneten, AM","Gagneten, Ana Maria","Effects of Contamination by Heavy Metals and Eutrophication on Zooplankton, and Their Possible Effects on the Trophic Webs of Freshwater Aquatic Ecosystems","EUTROPHICATION: CAUSES, CONSEQUENCES AND CONTROL",,,978-90-481-9624-1,2011,,,211,223,,10.1007/978-90-481-9625-8_10,10.1007/978-90-481-9625-8,WOS:000283620400010
J,"Silva-Briano, M; Suárez-Morales, E; Ortiz, AA; Reyes-Flores, M","Silva-Briano, Marcelo; Suarez-Morales, Eduardo; Adabache Ortiz, Araceli; Reyes-Flores, Montserrat","Two species of Mastigodiaptomus (Copepoda: Diaptomidae), hosts of the epibiotic ciliate Trichodina diaptomi (Peritricha) in North America",JOURNAL OF LIMNOLOGY,1129-5767,1723-8633,,2011,70,2,329,333,,10.4081/jlimnol.2011.329,,WOS:000294320400020
J,"Kasalicky, V; Jezbera, J; Simek, K; Hahn, MW","Kasalicky, Vojtech; Jezbera, Jan; Simek, Karel; Hahn, Martin W.","Limnohabitans planktonicus sp nov and Limnohabitans parvus sp nov., planktonic betaproteobacteria isolated from a freshwater reservoir, and emended description of the genus Limnohabitans",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,1466-5026,1466-5034,,2010,60,,2710,2714,,10.1099/ijs.0.018952-0,,WOS:000286169100003
J,"Chakri, K; Touati, L; Alfarhan, AH; Al-Rasheid, KAS; Samraoui, B","Chakri, Khemissa; Touati, Laid; Alfarhan, Ahmed H.; Al-Rasheid, Khaled A. S.; Samraoui, Boudjema",Effect of vertebrate and invertebrate kairomones on the life history of Daphnia magna Straus (Crustacea: Branchiopoda),COMPTES RENDUS BIOLOGIES,1631-0691,1768-3238,,2010,333,11-12,836,840,,10.1016/j.crvi.2010.09.004,,WOS:000286037900010
J,"Mano, H; Sakamoto, M; Tanaka, Y","Mano, Hiroyuki; Sakamoto, Masaki; Tanaka, Yoshinari",A comparative study of insecticide toxicity among seven cladoceran species,ECOTOXICOLOGY,0963-9292,1573-3017,,2010,19,8,1620,1625,,10.1007/s10646-010-0547-3,,WOS:000284363800025
J,"Yin, XW; Liu, PF; Zhu, SS; Chen, XX","Yin, Xu Wang; Liu, Peng Fei; Zhu, Sha Sha; Chen, Xiao Xia",Food selectivity of the herbivore Daphnia magna (Cladocera) and its impact on competition outcome between two freshwater green algae,HYDROBIOLOGIA,0018-8158,1573-5117,,2010,655,1,15,23,,10.1007/s10750-010-0399-0,,WOS:000282179900002
J,"Litchman, E; Pinto, PD; Klausmeier, CA; Thomas, MK; Yoshiyama, K","Litchman, Elena; Pinto, Paula de Tezanos; Klausmeier, Christopher A.; Thomas, Mridul K.; Yoshiyama, Kohei",Linking traits to species diversity and community structure in phytoplankton,HYDROBIOLOGIA,0018-8158,1573-5117,,2010,653,1,15,28,,10.1007/s10750-010-0341-5,,WOS:000280092100003
J,"Rojo, C; Salazar, G","Rojo, Carmen; Salazar, Guillem",Why are there so many kinds of planktonic consumers? The answer lies in the allometric diet breadth,HYDROBIOLOGIA,0018-8158,,,2010,653,1,91,102,,10.1007/s10750-010-0346-0,,WOS:000280092100008
J,"Dineen, G; Robertson, AL","Dineen, Gerard; Robertson, Anne L.",Subtle top-down control of a freshwater meiofaunal assemblage by juvenile fish,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2010,55,9,1818,1830,,10.1111/j.1365-2427.2010.02416.x,,WOS:000280997300002
J,"Escrivà, A; Armengol, X; Mezquita, F","Escriva, Andreu; Armengol, Xavier; Mezquita, Francesc","Microcrustacean and Rotiferan Communities of Two Close Mediterranean Mountain Ponds, Lagunas de Bezas and Rubiales (Spain)",JOURNAL OF FRESHWATER ECOLOGY,0270-5060,,,2010,25,3,427,435,,10.1080/02705060.2010.9664386,,WOS:000281047300013
J,"Wyatt, KH; Stevenson, RJ; Turetsky, MR","Wyatt, Kevin H.; Stevenson, R. Jan; Turetsky, Merritt R.","The importance of nutrient co-limitation in regulating algal community composition, productivity and algal-derived DOC in an oligotrophic marsh in interior Alaska",FRESHWATER BIOLOGY,0046-5070,1365-2427,,2010,55,9,1845,1860,,10.1111/j.1365-2427.2010.02419.x,,WOS:000280997300004
J,"Low, EW; Clews, E; Todd, PA; Tai, YC; Ng, PKL","Low, E. W.; Clews, E.; Todd, P. A.; Tai, Y. C.; Ng, Peter K. L.",TOP-DOWN CONTROL OF PHYTOPLANKTON BY ZOOPLANKTON IN TROPICAL RESERVOIRS IN SINGAPORE?,RAFFLES BULLETIN OF ZOOLOGY,0217-2445,,,2010,58,2,311,322,,,,WOS:000282419800014
J,"Asaduzzaman, M; Rahman, MM; Azim, ME; Islam, MA; Wahab, MA; Verdegem, MCJ; Verreth, JAJ","Asaduzzaman, M.; Rahman, M. M.; Azim, M. E.; Islam, M. Ashraful; Wahab, M. A.; Verdegem, M. C. J.; Verreth, J. A. J.",Effects of C/N ratio and substrate addition on natural food communities in freshwater prawn monoculture ponds,AQUACULTURE,0044-8486,1873-5622,,2010,306,1-4,127,136,,10.1016/j.aquaculture.2010.05.035,,WOS:000280735200016
J,"Brucet, S; Boix, D; Quintana, XD; Jensen, E; Nathansen, LW; Trochine, C; Meerhoff, M; Gascón, S; Jeppesen, E","Brucet, Sandra; Boix, Dani; Quintana, Xavier D.; Jensen, Elisabeth; Nathansen, Louise W.; Trochine, Carolina; Meerhoff, Mariana; Gascon, Stephanie; Jeppesen, Erik",Factors influencing zooplankton size structure at contrasting temperatures in coastal shallow lakes: Implications for effects of climate change,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,,,2010,55,4,1697,1711,,10.4319/lo.2010.55.4.1697,,WOS:000283657000018
J,"Alves, JM; Caliman, A; Guariento, RD; Figueiredo-Barros, MP; Carneiro, LS; Farjalla, VF; Bozelli, RL; Esteves, FA","Alves, Joao M.; Caliman, Adriano; Guariento, Rafael D.; Figueiredo-Barros, Marcos P.; Carneiro, Luciana S.; Farjalla, Vinicius F.; Bozelli, Reinaldo L.; Esteves, Francisco A.",Stoichiometry of benthic invertebrate nutrient recycling: interspecific variation and the role of body mass,AQUATIC ECOLOGY,1386-2588,1573-5125,,2010,44,2,421,430,,10.1007/s10452-009-9302-3,,WOS:000277425000009
J,"Dean, AP; Sigee, DC; Estrada, B; Pittman, JK","Dean, Andrew P.; Sigee, David C.; Estrada, Beatriz; Pittman, Jon K.",Using FTIR spectroscopy for rapid determination of lipid accumulation in response to nitrogen limitation in freshwater microalgae,BIORESOURCE TECHNOLOGY,0960-8524,1873-2976,,2010,101,12,4499,4507,,10.1016/j.biortech.2010.01.065,,WOS:000276374500034
J,"Hahn, MW; Kasalicky, V; Jezbera, J; Brandt, U; Jezberová, J; Simek, K","Hahn, Martin W.; Kasalicky, Vojtech; Jezbera, Jan; Brandt, Ulrike; Jezberova, Jitka; Simek, Karel","Limnohabitans curvus gen. nov., sp nov., a planktonic bacterium isolated from a freshwater lake",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,1466-5026,,,2010,60,,1358,1365,,10.1099/ijs.0.013292-0,,WOS:000279369100019
J,"Reyna-Fabián, ME; Laclette, JP; Cummings, MP; García-Varela, M","Reyna-Fabian, Miriam E.; Pedro Laclette, Juan; Cummings, Michael P.; Garcia-Varela, Martin","Validating the systematic position of Plationus Segers, Murugan & Dumont, 1993 (Rotifera: Brachionidae) using sequences of the large subunit of the nuclear ribosomal DNA and of cytochrome C oxidase",HYDROBIOLOGIA,0018-8158,1573-5117,,2010,644,1,361,370,,10.1007/s10750-010-0203-1,,WOS:000276071600026
J,"Bergamino, N; Horion, S; Stenuite, S; Cornet, Y; Loiselle, S; Plisnier, PD; Descy, JP","Bergamino, N.; Horion, S.; Stenuite, S.; Cornet, Y.; Loiselle, S.; Plisnier, P. -D.; Descy, J-P.",Spatio-temporal dynamics of phytoplankton and primary production in Lake Tanganyika using a MODIS based bio-optical time series,REMOTE SENSING OF ENVIRONMENT,0034-4257,1879-0704,,2010,114,4,772,780,,10.1016/j.rse.2009.11.013,,WOS:000274982700007
J,"Kruk, C; Huszar, VLM; Peeters, ETHM; Bonilla, S; Costa, L; Lürling, M; Reynolds, CS; Scheffer, M","Kruk, Carla; Huszar, Vera L. M.; Peeters, Edwin T. H. M.; Bonilla, Sylvia; Costa, Luciana; Lurling, Miquel; Reynolds, Colin S.; Scheffer, Marten",A morphological classification capturing functional variation in phytoplankton,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2010,55,3,614,627,,10.1111/j.1365-2427.2009.02298.x,,WOS:000274814100009
J,"Ventura, SPM; Gonçalves, AMM; Gonçalves, F; Coutinho, JAP","Ventura, Sonia P. M.; Goncalves, Ana M. M.; Goncalves, Fernando; Coutinho, Joao A. P.",Assessing the toxicity on [C3mim][Tf2N] to aquatic organisms of different trophic levels,AQUATIC TOXICOLOGY,0166-445X,1879-1514,,2010,96,4,290,297,,10.1016/j.aquatox.2009.11.008,,WOS:000275763900006
J,"Seidendorf, B; Meier, N; Petrusek, A; Boersma, M; Streit, B; Schwenk, K","Seidendorf, Bernd; Meier, Nadine; Petrusek, Adam; Boersma, Maarten; Streit, Bruno; Schwenk, Klaus",Sensitivity of Daphnia species to phosphorus-deficient diets,OECOLOGIA,0029-8549,1432-1939,,2010,162,2,349,357,,10.1007/s00442-009-1452-4,,WOS:000273795200009
J,"Jewson, DH; Granin, NG; Zhdarnov, AA; Gorbunova, LA; Gnatovsky, RY","Jewson, David H.; Granin, Nick G.; Zhdarnov, Andre A.; Gorbunova, Ludmilla A.; Gnatovsky, Ruslan Yu","Vertical mixing, size change and resting stage formation of the planktonic diatom Aulacoseira baicalensis",EUROPEAN JOURNAL OF PHYCOLOGY,0967-0262,1469-4433,,2010,45,4,354,364,,10.1080/09670262.2010.492915,,WOS:000288374100002
J,"Rezácová-Skaloudová, M; Neustupa, J; Nemcová, Y","Rezacova-Skaloudova, Magda; Neustupa, Jiri; Nemcova, Yvonne",Effect of temperature on the variability of silicate structures in Mallomonas kalinae and Synura curtispina (Synurophyceae),NOVA HEDWIGIA,0029-5035,2363-7188,,2010,,,55,69,,10.1127/1438-9134/2010/0136-0055,,WOS:000279419900006
J,"Visconti, A; Manca, M","Visconti, Anna; Manca, Marina",The invasive appearance of Eudiaptomus gracilis (GO Sars 1863) in Lago Maggiore,JOURNAL OF LIMNOLOGY,1129-5767,1723-8633,,2010,69,2,353,357,,10.4081/jlimnol.2010.353,,WOS:000282859700017
J,"Sato, M; Takeda, S; Furuya, K","Sato, Mitsuhide; Takeda, Shigenobu; Furuya, Ken",Responses of pico- and nanophytoplankton to artificial iron infusions observed during the second iron enrichment experiment in the western subarctic Pacific (SEEDS II),DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,0967-0645,,,2009,56,26,2745,2754,,10.1016/j.dsr2.2009.06.002,,WOS:000273147300003
J,"Mize, SV; Demcheck, DK","Mize, Scott V.; Demcheck, Dennis K.","Water quality and phytoplankton communities in Lake Pontchartrain during and after the Bonnet Carr, Spillway opening, April to October 2008, in Louisiana, USA",GEO-MARINE LETTERS,0276-0460,,,2009,29,6,431,440,,10.1007/s00367-009-0157-3,,WOS:000271949800008
J,"Puebla, O","Puebla, O.",Ecological speciation in marine v. freshwater fishes,JOURNAL OF FISH BIOLOGY,0022-1112,1095-8649,,2009,75,5,960,996,,10.1111/j.1095-8649.2009.02358.x,,WOS:000271496400002
J,"Baek, SH; Shimode, S; Shin, K; Han, MS; Kikuchi, T","Baek, Seung Ho; Shimode, Shinji; Shin, Kyoungsoon; Han, Myung-Soo; Kikuchi, Tomohiko","Growth of dinoflagellates, Ceratium furca and Ceratium fusus in Sagami Bay, Japan: The role of vertical migration and cell division",HARMFUL ALGAE,1568-9883,,,2009,8,6,843,856,,10.1016/j.hal.2009.04.001,,WOS:000270494600004
J,"Wang, YY; Hammes, F; Boon, N; Chami, M; Egli, T","Wang, Yingying; Hammes, Frederik; Boon, Nico; Chami, Mohamed; Egli, Thomas",Isolation and characterization of low nucleic acid (LNA)-content bacteria,ISME JOURNAL,1751-7362,1751-7370,,2009,3,8,889,902,,10.1038/ismej.2009.46,,WOS:000268741300003
J,"Lemke, AM; Benke, AC","Lemke, A. Maria; Benke, Arthur C.",Spatial and temporal patterns of microcrustacean assemblage structure and secondary production in a wetland ecosystem,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2009,54,7,1406,1426,,10.1111/j.1365-2427.2009.02193.x,,WOS:000266637400003
J,"Sakamoto, M; Hanazato, T; Tanaka, Y","Sakamoto, Masaki; Hanazato, Takayuki; Tanaka, Yoshinari","Impact of an Insecticide on Persistence of Inherent Antipredator Morphology of a Small Cladoceran, Bosmina",ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0090-4341,1432-0703,,2009,57,1,68,76,,10.1007/s00244-008-9247-x,,WOS:000266266200008
J,"Jones, LE; Becks, L; Ellner, SP; Hairston, NG; Yoshida, T; Fussmann, GF","Jones, Laura E.; Becks, Lutz; Ellner, Stephen P.; Hairston, Nelson G., Jr.; Yoshida, Takehito; Fussmann, Gregor F.",Rapid contemporary evolution and clonal food web dynamics,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8436,1471-2970,,2009,364,1523,1579,1591,,10.1098/rstb.2009.0004,,WOS:000265732200010
J,"Sanvicente-Añorve, L; Alba, C; Flores-Coto, C; Castillo-Rivera, M","Sanvicente-Anorve, Laura; Alba, Claudia; Flores-Coto, Cesar; Castillo-Rivera, Manuel",Siphonophores off a riverine system in the southern Gulf of Mexico: factors affecting their distribution and spatial niche breadth and overlap,AQUATIC ECOLOGY,1386-2588,1573-5125,,2009,43,2,423,435,,10.1007/s10452-008-9172-0,,WOS:000265439800020
J,"Vuorio, K; Meili, M; Sarvala, J","Vuorio, Kristiina; Meili, Markus; Sarvala, Jouko",Natural isotopic composition of carbon (δ13C) correlates with colony size in the planktonic cyanobacterium Gloeotrichia echinulata,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,,,2009,54,3,925,929,,10.4319/lo.2009.54.3.0925,,WOS:000268325000024
J,"Meakin, CA; Qin, JG; Mair, GC","Meakin, Craig A.; Qin, Jian G.; Mair, Graham C.","Zooplankton Predation and Consumption by Freshwater Crayfish, Cherax tenuimanus, at Different Sizes and Light Conditions",JOURNAL OF FRESHWATER ECOLOGY,0270-5060,2156-6941,,2009,24,1,159,167,,10.1080/02705060.2009.9664276,,WOS:000263434300018
J,"Ki, JS; Cho, SY; Katano, T; Jung, SW; Lee, J; Park, BS; Kang, SH; Han, MS","Ki, Jang-Seu; Cho, Soo-Yeon; Katano, Toshiya; Jung, Seung Won; Lee, Juyun; Park, Bum Soo; Kang, Sung-Ho; Han, Myung-Soo","Comprehensive comparisons of three pennate diatoms, Diatoma tenuae, Fragilaria vaucheriae, and Navicula pelliculosa, isolated from summer Arctic reservoirs (Svalbard 79A°N), by fine-scale morphology and nuclear 18S ribosomal DNA",POLAR BIOLOGY,0722-4060,1432-2056,,2009,32,2,147,159,,10.1007/s00300-008-0514-0,,WOS:000262439300002
J,"Palkovacs, EP; Post, DM","Palkovacs, Eric P.; Post, David M.",Experimental evidence that phenotypic divergence in predators drives community divergence in prey,ECOLOGY,0012-9658,,,2009,90,2,300,305,,10.1890/08-1673.1,,WOS:000263570800002
J,"Shurin, JB; Cottenie, K; Hillebrand, H","Shurin, Jonathan B.; Cottenie, Karl; Hillebrand, Helmut",Spatial autocorrelation and dispersal limitation in freshwater organisms,OECOLOGIA,0029-8549,1432-1939,,2009,159,1,151,159,,10.1007/s00442-008-1174-z,,WOS:000262576700014
B,"Ahlgren, G; Vrede, T; Goedkoop, W","Ahlgren, Gunnel; Vrede, Tobias; Goedkoop, Willem","Fatty Acid Ratios in Freshwater Fish, Zooplankton and Zoobenthos - Are There Specific Optima?",LIPIDS IN AQUATIC ECOSYSTEMS,,,978-0-387-88607-7,2009,,,147,178,,10.1007/978-0-387-89366-2_7,10.1007/978-0-387-89366-2,WOS:000268354200008
J,"Baretta-Bekker, JG; Baretta, JW; Latuhihin, MJ; Desmit, X; Prins, TC","Baretta-Bekker, J. G.; Baretta, J. W.; Latuhihin, M. J.; Desmit, X.; Prins, T. C.",Description of the long-term (1991-2005) temporal and spatial distribution of phytoplankton carbon biomass in the Dutch North Sea,JOURNAL OF SEA RESEARCH,1385-1101,1873-1414,,2009,61,1-2,50,59,,10.1016/j.seares.2008.10.007,,WOS:000263197000007
J,"Harrison, JW; Smith, REH","Harrison, Joel W.; Smith, Ralph E. H.",Effects of ultraviolet radiation on the productivity and composition of freshwater phytoplankton communities,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,1474-905X,1474-9092,,2009,8,9,1218,1232,,10.1039/b902604e,,WOS:000269327900002
J,"Pestana, D; Ostrensky, A; Boeger, WAP; Pie, MR","Pestana, Debora; Ostrensky, Antonio; Pereira Boeger, Walter Antonio; Pie, Marcio Roberto","The Effect of Temperature and Body Size on Filtration Rates of Limnoperna Fortunei (Bivalvia, Mytilidae) under Laboratory Conditions",BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,1516-8913,,,2009,52,1,135,144,,10.1590/S1516-89132009000100018,,WOS:000264779400017
C,"Willis, TV","Willis, Theodore V.","How Policy, Politics, and Science Shaped a 25-Year Conflict over Alewife in the St. Croix River, New Brunswick-Maine",CHALLENGES FOR DIADROMOUS FISHES IN A DYNAMIC GLOBAL ENVIRONMENT,0892-2284,,978-1-934874-08-0,2009,69,,793,811,,,,WOS:000270598800050
J,"Wong, LC; Kwok, KWH; Leung, KMY; Wong, CK","Wong, L. C.; Kwok, Kevin W. H.; Leung, Kenneth M. Y.; Wong, C. K.",Relative Sensitivity Distribution of Freshwater Planktonic Crustaceans to Trace Metals,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1080-7039,1549-7860,,2009,15,6,1335,1345,,10.1080/10807030903307115,,WOS:000273022500015
J,"Montagnes, DJS; Morgan, G; Bissinger, JE; Atkinson, D; Weisse, TS","Montagnes, David J. S.; Morgan, Gareth; Bissinger, Jan E.; Atkinson, David; Weisse, Thoma S.",Short-term temperature change may impact freshwater carbon flux: a microbial perspective,GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,,2008,14,12,2823,2838,,10.1111/j.1365-2486.2008.01700.x,,WOS:000261061000004
J,"Smith, AS; Alexander, JE","Smith, Allison S.; Alexander, James E., Jr.",Potential effects of the freshwater jellyfish Craspedacusta sowerbii on zooplankton community abundance,JOURNAL OF PLANKTON RESEARCH,0142-7873,,,2008,30,12,1323,1327,,10.1093/plankt/fbn093,,WOS:000261170400001
J,"Stoecker, DK; Thessen, AE; Gustafson, DE","Stoecker, Diane K.; Thessen, Anne E.; Gustafson, Daniel E.",Windows of opportunity for dinoflagellate blooms: Reduced microzooplankton net growth coupled to eutrophication,HARMFUL ALGAE,1568-9883,1878-1470,,2008,8,1,158,166,,10.1016/j.hal.2008.08.021,,WOS:000261762400019
J,"Medeiros, ESF; Arthington, AH","Medeiros, Elvio S. F.; Arthington, Angela H.","The importance of zooplankton in the diets of three native fish species in floodplain waterholes of a dryland river, the Macintyre River, Australia",HYDROBIOLOGIA,0018-8158,1573-5117,,2008,614,1,19,31,,10.1007/s10750-008-9533-7,,WOS:000259569000003
J,"Wiedner, C; Rücker, J; Fastner, J; Chorus, I; Nixdorf, B","Wiedner, Claudia; Ruecker, Jacqueline; Fastner, Jutta; Chorus, Ingrid; Nixdorf, Brigitte",Seasonal dynamics of cylindrospermopsin and cyanobacteria in two German lakes,TOXICON,0041-0101,,,2008,52,6,677,686,,10.1016/j.toxicon.2008.07.017,,WOS:000261013300003
J,"Matthews, B; Mazumder, A","Matthews, Blake; Mazumder, Asit",Detecting trophic-level variation in consumer assemblages,FRESHWATER BIOLOGY,0046-5070,,,2008,53,10,1942,1953,,10.1111/j.1365-2427.2008.02018.x,,WOS:000259148200003
J,"Palkovacs, EP; Post, DM","Palkovacs, Eric P.; Post, David M.",Eco-evolutionary interactions between predators and prey: can predator-induced changes to prey communities feed back to shape predator foraging traits?,EVOLUTIONARY ECOLOGY RESEARCH,1522-0613,1937-3791,,2008,10,5,699,720,,,,WOS:000258747100004
J,"Rohrlack, T; Edvardsen, B; Skulberg, R; Halstvedt, CB; Utkilen, HC; Ptacnik, R; Skulberg, OM","Rohrlack, Thomas; Edvardsen, Bente; Skulberg, Randi; Halstvedt, Camilla B.; Utkilen, Hans C.; Ptacnik, Robert; Skulberg, Olav M.",Oligopeptide chemotypes of the toxic freshwater cyanobacterium Planktothrix can form subpopulations with dissimilar ecological traits,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,,,2008,53,4,1279,1293,,10.4319/lo.2008.53.4.1279,,WOS:000257773700008
J,"Meakin, CA; Qin, JG; Mair, GC","Meakin, Craig A.; Qin, Jian G.; Mair, Graham C.","Feeding behaviour, efficiency and food preference in yabbies Cherax destructor",HYDROBIOLOGIA,0018-8158,,,2008,605,,29,35,,10.1007/s10750-008-9297-0,,WOS:000254750900004
J,"Jeong, KS; Kim, DK; Jung, JM; Kim, MC; Joo, GJ","Jeong, Kwang-Seuk; Kim, Dong-Kyun; Jung, Jong-Mun; Kim, Myoung-Chul; Joo, Gea-Jae",Non-linear autoregressive modelling by Temporal Recurrent Neural Networks for the prediction of freshwater phytoplankton dynamics,ECOLOGICAL MODELLING,0304-3800,1872-7026,,2008,211,3-4,292,300,,10.1016/j.ecolmodel.2007.09.029,,WOS:000253700900004
J,"Howeth, JG; Leibold, MA","Howeth, Jennifer G.; Leibold, Mathew A.",Planktonic dispersal dampens temporal trophic cascades in pond metacommunities,ECOLOGY LETTERS,1461-023X,,,2008,11,3,245,257,,10.1111/j.1461-0248.2007.01143.x,,WOS:000252807500006
J,"Sand-Jensen, K; Pedersen, NL; Thorsgaard, I; Moeslund, B; Borum, J; Brodersen, KP","Sand-Jensen, Kaj; Pedersen, Niels Lagergaard; Thorsgaard, Inge; Moeslund, Bjarne; Borum, Jens; Brodersen, Klaus Peter","100 years of vegetation decline and recovery in Lake Fure, Denmark",JOURNAL OF ECOLOGY,0022-0477,1365-2745,,2008,96,2,260,271,,10.1111/j.1365-2745.2007.01339.x,,WOS:000252899300003
J,"Schramm, KW; Jaser, W; Welzl, G; Pfister, G; Wöhler-Moorhoff, GF; Hense, BA","Schramm, Karl-Werner; Jaser, Wolfgang; Welzl, Gerhard; Pfister, Gerd; Woehler-Moorhoff, Gabriele F.; Hense, Burkhard A.",Impact of 17α-ethinylestradiol on the plankton in freshwater microcosms-I:: Response of zooplankton and abiotic variables,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,1090-2414,,2008,69,3,437,452,,10.1016/j.ecoenv.2007.01.015,,WOS:000254728800014
J,"Iafrate, J; Oliveira, K","Iafrate, Joseph; Oliveira, Kenneth",Factors affecting migration patterns of juvenile river herring in a coastal Massachusetts stream,ENVIRONMENTAL BIOLOGY OF FISHES,0378-1909,,,2008,81,1,101,110,,10.1007/s10641-006-9178-1,,WOS:000250721600012
