SampleCode,Year,Month,Date,Site,Station,Species,Genus,Abbrv,Rare_genera,Broad_Taxa_group,Density_N_mL,Density_%,Biovolume_um3_mL,Biovolume_%,Total_Sample_Density,Total_Sample_Biovolume,Cells_mL
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Navicula mutica,Navicula,Navi,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,74.89432367,0.067439978,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,251.9172705,0.226843564,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,245.1086957,0.220712657,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Amphora perpusilla,Amphora,Amph,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,226.044686,0.203546117,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Navicula contenta biceps,Navicula,Navi,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,108.9371981,0.098094514,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Rhopalodia gibba,Rhopalodia,Rhop,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,34859.90338,31.3902445,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Caloneis ventricosa minuta,Caloneis,Calo,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,381.2801932,0.343330799,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,163.4057971,0.147141771,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Rhopalodia musculus,Rhopalodia,Rhop,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,612.7717391,0.551781642,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Fragilaria construens,Fragilaria,Frag,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,152.5120773,0.13733232,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Glenodinium sp.,Glenodinium,Glen,N,Dinoflagellate (Dinoflagellata),1.361714976,1.19047619,953.2004831,0.858326998,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Dolichospermum flos-aquae,Dolichospermum,Doli,N,Bluegreen algae (Cyanobacteria),1.361714976,1.19047619,3649.396135,3.286166221,114,111053,54.46859903
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Fragilaria pinnata,Fragilaria,Frag,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,163.4057971,0.147141771,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Navicula minima,Navicula,Navi,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,59.91545894,0.053951983,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Synedra ulna,Synedra,Syne,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,2709.812802,2.440101037,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,190.6400966,0.1716654,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Synedra parasitica,Synedra,Syne,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,762.5603865,0.686661598,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Neidium sp.,Neidium,Neid,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,544.6859903,0.49047257,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Fragilaria vaucheria,Fragilaria,Frag,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,392.173913,0.353140251,114,111053,
15_08HC_Phyto_L_spatial,2015,August,8/4/2015,Hills Creek,spatial,Diploneis elliptica,Diploneis,Dipl,N,Diatom (Bacillariophyceae),1.361714976,1.19047619,354.0458937,0.318807171,114,111053,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),3.914930556,18.18181818,97.87326389,0.99960016,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Aphanizomenon flos-aquae,Aphanizomenon,Apha,N,Bluegreen algae (Cyanobacteria),3.914930556,18.18181818,4439.53125,45.34186325,22,9791,70.46875
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),3.914930556,18.18181818,2035.763889,20.79168333,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),3.26244213,15.15151515,456.7418981,4.664800746,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Oocystis pusilla,Oocystis,Oocy,N,Green algae (Chlorophyta & Charophyta),1.304976852,6.060606061,281.875,2.878848461,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Glenodinium sp.,Glenodinium,Glen,N,Dinoflagellate (Dinoflagellata),0.652488426,3.03030303,456.7418981,4.664800746,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Navicula contenta biceps,Navicula,Navi,N,Diatom (Bacillariophyceae),0.652488426,3.03030303,52.19907407,0.533120085,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Epithemia sorex,Epithemia,Epit,N,Diatom (Bacillariophyceae),0.652488426,3.03030303,743.8368056,7.596961216,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),0.652488426,3.03030303,13.04976852,0.133280021,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Sphaerocystis schroeteri,Sphaerocystis,Spha,N,Green algae (Chlorophyta & Charophyta),0.652488426,3.03030303,730.787037,7.463681194,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.652488426,3.03030303,78.29861111,0.799680128,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Caloneis ventricosa minuta,Caloneis,Calo,N,Diatom (Bacillariophyceae),0.652488426,3.03030303,182.6967593,1.865920299,22,9791,
15_08HCC_Phyto_L_depth,2015,August,8/4/2015,Hills Creek,C (depth),Stauroneis sp.,Stauroneis,Stau,N,Diatom (Bacillariophyceae),0.652488426,3.03030303,221.8460648,2.265760363,22,9791,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),11.69259259,27.45098039,233.8518519,1.004088073,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),5.011111111,11.76470588,2605.777778,11.18840995,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Aphanizomenon flos-aquae,Aphanizomenon,Apha,N,Bluegreen algae (Cyanobacteria),4.175925926,9.803921569,5261.666667,22.59198164,43,23290,83.51851852
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),3.340740741,7.843137255,400.8888889,1.721293839,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),3.340740741,7.843137255,167.037037,0.717205766,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),2.505555556,5.882352941,62.63888889,0.268952162,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Nitzschia paleacea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),2.505555556,5.882352941,245.5444444,1.054292477,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Dolichospermum flos-aquae,Dolichospermum,Doli,N,Bluegreen algae (Cyanobacteria),1.67037037,3.921568627,1119.148148,4.805278634,43,23290,16.7037037
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Cocconeis placentula,Cocconeis,Cocc,N,Diatom (Bacillariophyceae),1.67037037,3.921568627,768.3703704,3.299146525,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Nitzschia dissipata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.67037037,3.921568627,449.3296296,1.929283511,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.835185185,1.960784314,150.3333333,0.64548519,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Kephyrion spirale,Kephyrion,Keph,N,Golden algae (Chrysophyceae),0.835185185,1.960784314,52.61666667,0.225919816,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Gloeotrichia echinulata,Gloeotrichia,Gloe,Y,Bluegreen algae (Cyanobacteria),0.835185185,1.960784314,11358.51852,48.76999211,43,23290,167.037037
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Nitzschia palea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.835185185,1.960784314,150.3333333,0.64548519,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Fragilaria construens venter,Fragilaria,Frag,N,Diatom (Bacillariophyceae),0.835185185,1.960784314,80.17777778,0.344258768,43,23290,
15_08LP_Phyto_L_spatial,2015,August,8/6/2015,Lookout Point,spatial,Asterionella formosa,Asterionella,Aste,N,Diatom (Bacillariophyceae),0.835185185,1.960784314,183.7407407,0.788926343,43,23290,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Aphanizomenon flos-aquae,Aphanizomenon,Apha,N,Bluegreen algae (Cyanobacteria),3.085116779,54.54545455,3498.522427,78.09405129,6,4480,55.53210202
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),1.101827421,19.48051948,572.950259,12.78940119,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.220365484,3.896103896,11.01827421,0.245950023,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Caloneis ventricosa minuta,Caloneis,Calo,N,Diatom (Bacillariophyceae),0.146910323,2.597402597,41.13489039,0.918213419,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.146910323,2.597402597,17.62923874,0.393520037,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Achnanthes lewisiana,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.146910323,2.597402597,18.36379035,0.409916705,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.146910323,2.597402597,26.44385811,0.590280055,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Nitzschia capitellata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.146910323,2.597402597,52.88771621,1.18056011,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),0.073455161,1.298701299,13.58920486,0.303338362,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),0.073455161,1.298701299,1.836379035,0.04099167,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),0.073455161,1.298701299,13.22192905,0.295140028,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Nitzschia tryblionella,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.073455161,1.298701299,38.93123555,0.869023414,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Asterionella formosa,Asterionella,Aste,N,Diatom (Bacillariophyceae),0.073455161,1.298701299,16.16013551,0.3607267,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Synedra ulna,Synedra,Syne,N,Diatom (Bacillariophyceae),0.073455161,1.298701299,146.1757712,3.262936971,6,4480,
15_08LPC_Phyto_L_depth,2015,August,8/6/2015,Lookout Point,C (depth),Navicula sp.,Navicula,Navi,N,Diatom (Bacillariophyceae),0.073455161,1.298701299,11.01827421,0.245950023,6,4480,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Cyclotella stelligera,Cyclotella,Cycl,N,Diatom (Bacillariophyceae),133.496,35.57692308,7342.28,2.229887728,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Stephanodiscus astraea minutula,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),75.768,20.19230769,26518.8,8.05389425,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Melosira italica,Melosira,Melo,N,Diatom (Bacillariophyceae),68.552,18.26923077,284134.3296,86.29303902,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),28.864,7.692307692,577.28,0.175322868,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),18.04,4.807692308,902,0.273941981,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),10.824,2.884615385,1948.32,0.59171468,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Navicula minima,Navicula,Navi,N,Diatom (Bacillariophyceae),7.216,1.923076923,317.504,0.096427577,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Stephanodiscus hantzschii,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),7.216,1.923076923,865.92,0.262984302,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),7.216,1.923076923,1298.88,0.394476453,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Navicula contenta biceps,Navicula,Navi,N,Diatom (Bacillariophyceae),3.608,0.961538462,288.64,0.087661434,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Gomphonema clevei,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),3.608,0.961538462,324.72,0.098619113,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Fragilaria vaucheria,Fragilaria,Frag,N,Diatom (Bacillariophyceae),3.608,0.961538462,2078.208,0.631162325,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Gomphonema subclavatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),3.608,0.961538462,2164.8,0.657460755,375,329267,
16_04FCC_Phyto_L_depth,2016,April,4/6/2016,Fall Creek,C (depth),Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),3.608,0.961538462,505.12,0.15340751,375,329267,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Cyclotella stelligera,Cyclotella,Cycl,N,Diatom (Bacillariophyceae),175.1456311,36.03603604,9633.009709,1.660164356,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Melosira italica,Melosira,Melo,N,Diatom (Bacillariophyceae),100.7087379,20.72072072,521771.9709,89.92280236,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),70.05825243,14.41441441,1401.165049,0.241478452,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Stephanodiscus astraea minutula,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),52.54368932,10.81081081,18390.29126,3.16940468,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),30.65048544,6.306306306,15938.25243,2.746817389,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Glenodinium sp.,Glenodinium,Glen,N,Dinoflagellate (Dinoflagellata),8.757281553,1.801801802,6130.097087,1.056468227,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),8.757281553,1.801801802,1576.31068,0.271663258,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),8.757281553,1.801801802,437.8640777,0.075462016,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Stephanodiscus hantzschii,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),8.757281553,1.801801802,1050.873786,0.181108839,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),4.378640777,0.900900901,525.4368932,0.090554419,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Nitzschia dissipata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),4.378640777,0.900900901,1177.854369,0.202992824,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),4.378640777,0.900900901,810.0485437,0.13960473,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),4.378640777,0.900900901,788.1553398,0.135831629,486.0291262,580244.3398,
16_04FC_Phyto_L_spatial,2016,April,4/6/2016,Fall Creek,spatial,Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),4.378640777,0.900900901,613.0097087,0.105646823,486.0291262,580244.3398,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Asterionella formosa,Asterionella,Aste,N,Diatom (Bacillariophyceae),57.19202899,53.84615385,25164.49275,66.39902653,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),7.262479871,6.837606838,1016.747182,2.682788951,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),6.354669887,5.982905983,3304.428341,8.71906409,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Fragilaria vaucheria,Fragilaria,Frag,N,Diatom (Bacillariophyceae),5.446859903,5.128205128,1882.434783,4.966992115,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),3.631239936,3.418803419,181.5619968,0.479069455,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Dinobryon sertularia,Dinobryon,Dino,N,Golden algae (Chrysophyceae),3.631239936,3.418803419,435.7487923,1.149766693,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Stephanodiscus hantzschii,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),3.631239936,3.418803419,435.7487923,1.149766693,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Cyclotella stelligera,Cyclotella,Cycl,N,Diatom (Bacillariophyceae),2.723429952,2.564102564,149.7886473,0.395232301,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Nitzschia dissipata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.815619968,1.709401709,488.4017713,1.288696835,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Stephanodiscus astraea minutula,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),1.815619968,1.709401709,635.4669887,1.676743094,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.815619968,1.709401709,217.8743961,0.574883347,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),1.815619968,1.709401709,326.8115942,0.86232502,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),1.815619968,1.709401709,326.8115942,0.86232502,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Synedra radians,Synedra,Syne,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,326.8115942,0.86232502,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Synedra mazamaensis,Synedra,Syne,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,232.3993559,0.613208903,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Synedra parasitica,Synedra,Syne,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,127.0933977,0.335348619,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Cymbella sinuata,Cymbella,Cymb,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,127.0933977,0.335348619,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Achnanthes lewisiana,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,113.476248,0.29941841,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Diatoma tenue,Diatoma,Diat,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,263.2648953,0.69465071,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Cymbella minuta,Cymbella,Cymb,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,335.889694,0.886278493,106,37899,
16_04LPC_Phyto_L_depth,2016,April,4/6/2016,Lookout Point,C (depth),Synedra ulna,Synedra,Syne,N,Diatom (Bacillariophyceae),0.907809984,0.854700855,1806.541868,4.766741082,106,37899,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Cyclotella stelligera,Cyclotella,Cycl,N,Diatom (Bacillariophyceae),66.51438849,32.28346457,3658.291367,8.418136885,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Asterionella formosa,Asterionella,Aste,N,Diatom (Bacillariophyceae),58.4028777,28.34645669,21842.67626,50.26243682,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),12.97841727,6.299212598,259.5683453,0.597295744,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),12.97841727,6.299212598,1816.978417,4.181070205,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),8.111510791,3.937007874,405.5755396,0.933274599,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Fragilaria vaucheria,Fragilaria,Frag,N,Diatom (Bacillariophyceae),6.489208633,3.149606299,2242.670504,5.160635224,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Stephanodiscus astraea minutula,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),6.489208633,3.149606299,2271.223022,5.226337756,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),4.866906475,2.362204724,2530.791367,5.823633499,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),4.866906475,2.362204724,876.0431655,2.015873134,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Nitzschia communis,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),3.244604317,1.57480315,146.0071942,0.335978856,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Stephanodiscus hantzschii,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),3.244604317,1.57480315,389.352518,0.895943615,206,43457,
16_04LP_Phyto_L_spatial,2016,April,4/6/2016,Lookout Point,spatial,Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),3.244604317,1.57480315,584.028777,1.343915423,206,43457,
