Taxa.x,abundance,date.x,bv,ind.bv
Pediastrum boryanum,101.952,,0.02057,2.017616133082235e-4
Pediastrum boryanum,6.4,,0.001292,2.01875e-4
Pediastrum boryanum,14.4,,0.002906,2.0180555555555555e-4
Pediastrum boryanum,13.4,,0.002704,2.0179104477611938e-4
Pediastrum duplex,2.8,,0.00155,5.535714285714286e-4
Pediastrum integrum,1,,0.001,0.001
Pediastrum sp.,1,,8.375e-5,8.375e-5
Planktosphaeria gelatinosa,855.4633043,,1.11,0.0012975425064062564
Planktosphaeria gelatinosa,1559.614423,,2.024,0.0012977566571272983
Planktosphaeria gelatinosa,1176.684703,,1.527,0.0012977138192642927
Planktosphaeria gelatinosa,253.5958412,,0.3292,0.001298128543600107
Planktosphaeria gelatinosa,29.16352174,,0.03785,0.0012978542282184608
Planktosphaeria gelatinosa,597.906,,0.3711,6.206661247754664e-4
Planktosphaeria gelatinosa,6.372,,0.003955,6.206842435655996e-4
Planktosphaeria gelatinosa,55.755,,0.0346,6.205721459958748e-4
Planktosphaeria gelatinosa,134.52,,0.08349,6.20651204281891e-4
Planktosphaeria gelatinosa,13.275,,0.008239,6.206403013182674e-4
Planktosphaeria gelatinosa,53.1,,0.03296,6.207156308851224e-4
Planktosphaeria gelatinosa,177,,0.1099,6.209039548022598e-4
Planktosphaeria gelatinosa,7.08,,0.004394,6.206214689265537e-4
Planktosphaeria gelatinosa,8.496,,0.005273,6.206450094161958e-4
Planktosphaeria gelatinosa,21.24,,0.01318,6.20527306967985e-4
Scenedesmus aculeolatus,16,,8.162e-4,5.10125e-5
Scenedesmus aculeolatus,4.248,,2.167e-4,5.101224105461394e-5
Scenedesmus aculeolatus,21.24,,0.001083,5.098870056497176e-5
Scenedesmus aculeolatus,14.16,,7.223e-4,5.100988700564972e-5
Scenedesmus aculeolatus,42.48,,0.002167,5.1012241054613945e-5
Scenedesmus aculeolatus,21.24,,0.001083,5.098870056497176e-5
Scenedesmus ecornis,8,,5.75e-4,7.1875e-5
Scenedesmus ecornis,1420,,0.1021,7.190140845070422e-5
Scenedesmus ecornis,1014,,0.07289,7.18836291913215e-5
Scenedesmus ecornis,1037,,0.07454,7.188042430086789e-5
Scenedesmus ecornis,1141,,0.08202,7.188431200701139e-5
Scenedesmus ecornis,15,,0.001078,7.186666666666666e-5
Scenedesmus ecornis,13,,9.345e-4,7.188461538461538e-5
Scenedesmus ecornis,9,,0.001,1.1111111111111112e-4
Scenedesmus ecornis,0.947,,7e-5,7.391763463569166e-5
Scenedesmus ecornis,7.102731217,,5.106e-4,7.188783925511736e-5
Scenedesmus ecornis,76.07875236,,0.005469,7.188603690713837e-5
Scenedesmus ecornis,144.9119093,,0.01042,7.19057532975311e-5
Scenedesmus ecornis,126.7979206,,0.009114,7.187815034247494e-5
Scenedesmus ecornis,71.00683554,,0.005104,7.188040364261529e-5
Scenedesmus ecornis,215.556465,,0.01549,7.186052155754178e-5
Scenedesmus ecornis,172.445172,,0.0124,7.190691311438976e-5
Scenedesmus ecornis,5.071916824,,3.646e-4,7.188603690713838e-5
Scenedesmus ecornis,1.267979206,,9.114e-5,7.187815034247494e-5
Scenedesmus ecornis,0.32,,2.3e-5,7.1875e-5
Scenedesmus ecornis,10.62,,7.634e-4,7.188323917137477e-5
Scenedesmus ecornis,7.08,,5.089e-4,7.187853107344632e-5
Scenedesmus ecornis,10.62,,7.634e-4,7.188323917137477e-5
Scenedesmus linearis,4.248,,4.898e-4,1.1530131826741995e-4
Scenedesmus linearis,21.24,,0.002449,1.1530131826741996e-4
Scenedesmus linearis,31.86,,0.00229,7.187696170747018e-5
Scenedesmus linearis,80.712,,0.005802,7.188522152839726e-5
Scenedesmus linearis,79.65,,0.005725,7.187696170747017e-5
Scenedesmus linearis,42.48,,0.004925,1.1593691148775895e-4
Scenedesmus linearis,56.64,,0.004071,7.1875e-5
Scenedesmus obtusus,5.071916824,,9.578e-4,1.8884379086576283e-4
Scenedesmus quadricauda,10,,0.001223,1.223e-4
Scenedesmus quadricauda,101,,0.01236,1.2237623762376238e-4
Scenedesmus quadricauda,20.2876673,,0.002482,1.2234033431729235e-4
Scenedesmus quadricauda,203.55,,0.0249,1.2232866617538688e-4
Scenedesmus quadricauda,148.68,,0.01819,1.223432875975249e-4
Scenedesmus sp.,2.535958412,,1.603e-4,6.321081577736851e-5
Scenedesmus sp.,14.16,,0.001142,8.06497175141243e-5
Scenedesmus sp.,21.24,,0.001713,8.06497175141243e-5
Scenedesmus sp.,42.48,,0.003426,8.06497175141243e-5
Scenedesmus sp.,84.96,,0.006853,8.06614877589454e-5
Schroederia ecsediensis,36,,0.006975,1.9375000000000002e-4
Schroederia ecsediensis,77,,0.01492,1.9376623376623375e-4
Schroederia ecsediensis,44.633,,0.00865,1.9380279165639772e-4
Schroederia ecsediensis,25.35958412,,0.004913,1.9373346095708763e-4
Schroederia ecsediensis,42.26597353,,0.008189,1.9374923410169469e-4
Schroederia ecsediensis,1.775682804,,3.44e-4,1.9372829382876652e-4
Schroederia ecsediensis,1.267979206,,2.457e-4,1.9377289378040482e-4
Schroederia ecsediensis,7.607875236,,0.001474,1.937466052315267e-4
Schroederia ecsediensis,1.062,,2.058e-4,1.9378531073446325e-4
Schroederia sp,9.558,,0.001852,1.9376438585478134e-4
Sphaerocystis schroeteri,2120,,0.4323,2.0391509433962264e-4
Sphaerocystis schroeteri,2272,,0.4633,2.0391725352112675e-4
Sphaerocystis schroeteri,12375,,2.524,2.0395959595959597e-4
Sphaerocystis schroeteri,114,,0.02325,2.0394736842105262e-4
Sphaerocystis schroeteri,84,,0.01713,2.0392857142857143e-4
Sphaerocystis schroeteri,290,,0.05914,2.039310344827586e-4
Sphaerocystis schroeteri,2861,,0.5834,2.0391471513456834e-4
Sphaerocystis schroeteri,4473.431,,0.9122,2.039150710047836e-4
Sphaerocystis schroeteri,1033.665,,0.2108,2.0393454359004127e-4
Sphaerocystis schroeteri,528.192,,0.1077,2.0390312613595058e-4
Sphaerocystis schroeteri,172.445172,,0.03517,2.0394888179299097e-4
Sphaerocystis schroeteri,136.9417543,,0.02793,2.0395532496840518e-4
Sphaerocystis schroeteri,202.876673,,0.04137,2.039169875385328e-4
Sphaerocystis schroeteri,240.9160491,,0.04913,2.039299589360566e-4
Sphaerocystis schroeteri,42.26597353,,0.008619,2.0392290251831805e-4
Sphaerocystis schroeteri,42.26597353,,0.008619,2.0392290251831805e-4
Sphaerocystis schroeteri,4.248,,8.663e-4,2.039312617702448e-4
Sphaerocystis schroeteri,5896.224,,1.202,2.038592835007625e-4
Sphaerocystis schroeteri,10683.72,,2.179,2.0395517666131272e-4
Sphaerocystis schroeteri,2184.18,,0.4454,2.0392092226831124e-4
Sphaerocystis schroeteri,5214.42,,1.063,2.0385776366307277e-4
Sphaerocystis schroeteri,302.67,,0.06172,2.0391845904780783e-4
Sphaerocystis schroeteri,481.44,,0.09818,2.0392987703556e-4
Sphaerocystis schroeteri,325.68,,0.06641,2.0391181527880126e-4
Sphaerocystis schroeteri,280.368,,0.05717,2.0391057467328654e-4
Sphaerocystis schroeteri,679.68,,0.1386,2.0391949152542374e-4
Sphaerocystis schroeteri,58.41,,0.01191,2.039034411915768e-4
Sphaerocystis schroeteri,226.56,,0.0462,2.039194915254237e-4
Sphaerocystis schroeteri,92.04,,0.01877,2.0393307257714034e-4
Tetrabaena socialis,469,,0.1699,3.622601279317697e-4
Tetrabaena socialis,63,,0.02283,3.6238095238095235e-4
Tetradesmus dimorphus,28,,0.002984,1.0657142857142857e-4
Tetradesmus lagerheimii,2,,5.994e-4,2.997e-4
Tetraedron minimum,21,,0.01684,8.019047619047619e-4
Tetraedron minimum,4,,0.003207,8.0175e-4
Tetraedron minimum,7963,,6.384,8.017078990330278e-4
Tetraedron minimum,2277,,1.826,8.019323671497585e-4
Tetraedron minimum,1736,,1.392,8.018433179723502e-4
Tetraedron minimum,2079,,1.667,8.018278018278018e-4
Tetraedron minimum,34,,0.02726,8.01764705882353e-4
Tetraedron minimum,47,,0.03768,8.017021276595745e-4
Tetraedron minimum,108,,0.08659,8.017592592592592e-4
Tetraedron minimum,135,,0.1082,8.014814814814815e-4
Tetraedron minimum,219.107,,0.1757,8.018913133765694e-4
Tetraedron minimum,238.538,,0.1913,8.019686590815719e-4
Tetraedron minimum,340.769,,0.2732,8.017161185436469e-4
Tetraedron minimum,2069.342064,,1.659,8.01704091779386e-4
Tetraedron minimum,1552.006548,,1.244,8.015430099847749e-4
Tetraedron minimum,8368.66276,,6.71,8.018007407434352e-4
Tetraedron minimum,7328.919811,,5.876,8.017552588282782e-4
Tetraedron minimum,12679.79206,,10.17,8.0206362627054e-4
Tetraedron minimum,6339.89603,,5.083,8.017481636840029e-4
Tetraedron minimum,1386.323932,,1.111,8.014000006457365e-4
Tetraedron minimum,431.1129301,,0.3456,8.01646102147378e-4
Tetraedron minimum,1650.063607,,1.323,8.017872731617672e-4
Tetraedron minimum,4235.050548,,3.395,8.016433243289827e-4
Tetraedron minimum,1146.253202,,0.919,8.017425804320676e-4
Tetraedron minimum,150.7083856,,0.1208,8.015479664191956e-4
Tetraedron minimum,145.8176087,,0.1169,8.0168644268818e-4
Tetraedron minimum,52.038,,0.04172,8.017218186709712e-4
Tetraedron minimum,82.128,,0.06585,8.017971946230276e-4
Tetraedron minimum,403.56,,0.3236,8.018634156011497e-4
Tetraedron minimum,84.96,,0.06812,8.01789077212806e-4
Tetraedron minimum,10.624,,0.008518,8.017695783132529e-4
Tetraedron minimum,5.31,,0.004257,8.016949152542375e-4
Tetraedron minimum,10.62,,0.008515,8.01789077212806e-4
Tetraedron minimum,35.4,,0.02838,8.016949152542372e-4
Tetraedron minimum,0.531,,4.257e-4,8.016949152542372e-4
Tetraedron minimum,15.93,,0.01277,8.016321406151915e-4
Tetraedron minimum,14.16,,0.01135,8.015536723163842e-4
Tetraedron minimum,24,,0.01924,8.016666666666667e-4
Tetraedron regulare,84.53194707,,0.04872,5.763501455805281e-4
Tetraedron regulare,12.07599244,,0.00696,5.763501455123469e-4
Tetraselmis cordiformis,0.355136561,,4.216e-4,0.0011871489626774866
Tetraselmis cordiformis,1.775682804,,0.002108,0.001187148963346046
Tetraselmis cordiformis,14.20546243,,0.01686,0.0011868673816907203
Tetraselmis cordiformis,1.183788536,,0.001405,0.0011868673815236203
Tetraselmis cordiformis,15.93,,0.01891,0.00118706842435656
Tetraselmis cordiformis,15.93,,0.01891,0.00118706842435656
Ulothrix sp.,1,,0.003139,0.003139
Ulothrix sp.,1.03,,0.003233,0.003138834951456311
Ulothrix sp.,0.48,,2.434e-5,5.070833333333334e-5
Volvocales,111,,0.01453,1.309009009009009e-4
Cryptomonas erosa,3,,0.0039,0.0013
Cryptomonas erosa,11.359,,0.01477,0.001300290518531561
Cryptomonas erosa,17.038,,0.02215,0.0013000352154008685
Cryptomonas erosa,25.35958412,,0.03297,0.0013001001847659636
Cryptomonas erosa,25.35958412,,0.03297,0.0013001001847659636
Cryptomonas erosa,126.7979206,,0.1648,0.0012997058565327923
Cryptomonas erosa,24.15198488,,0.0314,0.0013001001845608972
Cryptomonas erosa,12.67979206,,0.01648,0.0012997058565327926
Cryptomonas erosa,6.392458095,,0.00831,0.0012999694134091934
Cryptomonas erosa,6.33989603,,0.008241,0.0012998635878260609
Cryptomonas erosa,3.906502169,,0.005078,0.0012998840856396823
Cryptomonas erosa,28.674,,0.03649,0.0012725814326567623
Cryptomonas erosa,17.523,,0.0223,0.0012726131370199168
Cryptomonas erosa,17.7,,0.02253,0.0012728813559322034
Cryptomonas erosa,25.232,,0.03211,0.0012725903614457831
Cryptomonas erosa,58.41,,0.07433,0.0012725560691662387
Cryptomonas erosa,49.56,,0.06307,0.0012725988700564971
Cryptomonas erosa,109.74,,0.1397,0.0012730089301986513
Cryptomonas erosa,35.046,,0.0446,0.0012726131370199168
Cryptomonas erosa,116.82,,0.1487,0.001272898476288307
Cryptomonas erosa,58.41,,0.07433,0.0012725560691662387
Cryptomonas erosa,8.85,,0.01126,0.0012723163841807908
Cryptomonas erosa,11.2,,0.01425,0.0012723214285714286
Cryptomonas marssonii,51,,0.03699,7.252941176470589e-4
Cryptomonas marssonii,8,,0.005802,7.2525e-4
Cryptomonas marssonii,45,,0.03264,7.253333333333334e-4
Cryptomonas marssonii,254,,0.1842,7.251968503937008e-4
Cryptomonas marssonii,294,,0.2132,7.251700680272108e-4
Cryptomonas marssonii,443,,0.3213,7.252821670428893e-4
Cryptomonas marssonii,41,,0.02974,7.253658536585366e-4
Cryptomonas marssonii,4.058,,0.00294,7.24494825036964e-4
Cryptomonas marssonii,5.679,,0.00412,7.254798379996479e-4
Cryptomonas marssonii,11.359,,0.00824,7.25415969715644e-4
Cryptomonas marssonii,10.14383365,,0.007357,7.252682027174213e-4
Cryptomonas marssonii,20.2876673,,0.01471,7.250710386008747e-4
Cryptomonas marssonii,63.3989603,,0.04598,7.252484864487597e-4
Cryptomonas marssonii,25.35958412,,0.01839,7.251696208021253e-4
Cryptomonas marssonii,12.07599244,,0.008758,7.25240599769703e-4
Cryptomonas marssonii,15.21575047,,0.01104,7.255639491306668e-4
Cryptomonas marssonii,12.67979206,,0.009196,7.252484864487596e-4
Cryptomonas marssonii,2.535958412,,0.001839,7.251696208021254e-4
Cryptomonas marssonii,13.94777127,,0.01012,7.255639488272165e-4
Cryptomonas marssonii,29.736,,0.01485,4.993946731234866e-4
Cryptomonas marssonii,87.792,,0.04386,4.995899398578459e-4
Cryptomonas marssonii,13.275,,0.006632,4.995856873822975e-4
Cryptomonas marssonii,24.78,,0.01238,4.995964487489911e-4
Cryptomonas marssonii,9.296,,0.004644,4.995697074010327e-4
Cryptomonas marssonii,35.4,,0.01768,4.994350282485876e-4
Cryptomonas marssonii,53.1,,0.02653,4.996233521657251e-4
Cryptomonas marssonii,114.696,,0.0573,4.995815024063611e-4
Cryptomonas marssonii,21.24,,0.01061,4.995291902071563e-4
Cryptomonas marssonii,10.62,,0.005305,4.995291902071563e-4
Cryptomonas marssonii,5.31,,0.002653,4.996233521657251e-4
Cryptomonas marssonii,92.04,,0.04598,4.995654063450673e-4
Cryptomonas obovata,25,,0.0482,0.001928
Cryptomonas ovata,12,,0.02457,0.0020475000000000003
Cryptomonas ovata,41,,0.08395,0.002047560975609756
Cryptomonas ovata,20,,0.04095,0.0020475
Cryptomonas ovata,51,,0.1044,0.002047058823529412
Cryptomonas ovata,45,,0.09214,0.0020475555555555555
Cryptomonas ovata,8,,0.01638,0.0020475
Cryptomonas ovata,4,,0.00819,0.0020475
Cryptomonas ovata,11.359,,0.02326,0.002047715467910908
Cryptomonas ovata,15.21575047,,0.03116,0.0020478779578724255
Cryptomonas ovata,25.35958412,,0.05193,0.002047746514858856
Cryptomonas ovata,63.3989603,,0.1298,0.002047352186625685
Cryptomonas ovata,84.53194707,,0.1731,0.002047746514778108
Cryptomonas ovata,36.22797732,,0.07418,0.002047588783242619
Cryptomonas ovata,12.67979206,,0.02596,0.002047352186625685
Cryptomonas ovata,4.26163873,,0.008726,0.0020475691518788124
Cryptomonas ovata,2.485955926,,0.00509,0.002047502108450494
Cryptomonas ovata,1.062,,0.002096,0.0019736346516007535
Cryptomonas ovata,0.531,,0.001048,0.0019736346516007535
Cryptomonas ovata,1.77,,0.003493,0.0019734463276836157
Cryptomonas ovata,2.656,,0.005242,0.001973644578313253
Cryptomonas ovata,14.16,,0.02795,0.001973870056497175
Cryptomonas ovata,2.124,,0.004192,0.0019736346516007535
Cryptomonas ovata,0.2,,4.095e-4,0.0020475
Cryptomonas sp.,18,,0.006514,3.6188888888888886e-4
Plagioselmis nannoplanctica,477,,0.05473,1.1473794549266247e-4
Plagioselmis nannoplanctica,42.26597353,,0.004849,1.1472585616792253e-4
Plagioselmis nannoplanctica,108.6839319,,0.01247,1.147363716236696e-4
Plagioselmis nannoplanctica,38.03937618,,0.004365,1.1474951585286487e-4
Plagioselmis nannoplanctica,55.79108507,,0.006401,1.1473159182992746e-4
Plagioselmis nannoplanctica,30.43150095,,0.003492,1.1474951583024037e-4
Plagioselmis nannoplanctica,40.57533459,,0.004655,1.1472487034394658e-4
Plagioselmis nannoplanctica,5.31,,4.704e-4,8.858757062146894e-5
Plagioselmis nannoplanctica,28.32,,0.002509,8.859463276836158e-5
Plagioselmis nannoplanctica,79.65,,0.007055,8.857501569365975e-5
Plagioselmis nannoplanctica,53.1,,0.004704,8.858757062146892e-5
Plagioselmis nannoplanctica,106.2,,0.009407,8.857815442561206e-5
Plagioselmis nannoplanctica,116.82,,0.01035,8.859784283513097e-5
Plagioselmis nannoplanctica,8.496,,7.526e-4,8.858286252354048e-5
Plagioselmis nannoplanctica,219.48,,0.01944,8.857299070530344e-5
Chromulina sp.,25,,3.535e-4,1.4139999999999998e-5
Dinobryon bavaricum,83.367,,0.01866,2.2382957285256753e-4
Dinobryon divergens,29,,0.007695,2.653448275862069e-4
Dinobryon divergens,13,,0.00345,2.6538461538461536e-4
Dinobryon divergens,2010,,0.5334,2.653731343283582e-4
Dinobryon divergens,843,,0.2237,2.65361803084223e-4
Dinobryon divergens,53.27048413,,0.01414,2.6543779788997386e-4
Dinobryon divergens,51.84993788,,0.01376,2.653812244065894e-4
Dinobryon divergens,248.5955926,,0.06595,2.6529030265679774e-4
Dinobryon divergens,649.8999063,,0.1724,2.652716184889224e-4
Dinobryon divergens,5.918942681,,0.001571,2.654190257734648e-4
Dinobryon divergens,5.918942681,,0.001571,2.654190257734648e-4
Dinobryon divergens,1.420546243,,3.769e-4,2.653204722178129e-4
Dinobryon divergens,21.2,,0.005625,2.653301886792453e-4
Dinobryon divergens,2.655,,7.045e-4,2.653483992467044e-4
Dinobryon divergens,205.32,,0.05448,2.6534190531852717e-4
Dinobryon divergens,9.296,,0.002467,2.653829604130809e-4
Dinobryon divergens,15.93,,0.004227,2.653483992467043e-4
Mallomonas sp.,1,,0.001286,0.001286
Mallomonas sp.,0.24,,2.647e-4,0.0011029166666666665
Mallomonas sp.,1.593,,0.001757,0.001102950408035154
Mallomonas sp.,2.655,,9.143e-4,3.443691148775895e-4
Mallomonas sp.,31.86,,0.01497,4.698681732580038e-4
Mallomonas sp.,56.64,,0.02662,4.699858757062147e-4
Mallomonas sp.,10.62,,0.008323,7.837099811676084e-4
Ochromonas sp.,507.1916824,,0.03377,6.658232217098362e-5
Ochromonas sp.,1606.106994,,0.107,6.662071729948521e-5
Ochromonas sp.,60.86300189,,0.004053,6.659218037462464e-5
Ochromonas sp.,12.67979206,,8.443e-4,6.658626545331532e-5
Ochromonas sp.,2.535958412,,8.498e-5,3.351001325490191e-5
Ochromonas sp.,34.23543856,,0.001147,3.350329507214585e-5
Ochromonas sp.,2.124,,7.118e-5,3.351224105461394e-5
Ceratium hirundinella,1,,0.02819,0.02819
Gymnodinium cnecoides,14,,0.00794,5.671428571428571e-4
Gymnodinium hiemale,4,,0.003295,8.2375e-4
Gymnodinium lantzschii,5.071916824,,0.002852,5.62312060502355e-4
Gymnodinium lantzschii,2.535958412,,0.001426,5.62312060502355e-4
Gymnodinium mitratum,36,,0.137,0.003805555555555556
Gymnodinium sp.,4,,7.437e-4,1.85925e-4
Gymnodinium sp.,7,,0.004347,6.21e-4
Gymnodinium sp.,11,,0.006831,6.21e-4
Gymnodinium sp.,28.397,,0.07037,0.0024780786702820723
Gymnodinium sp.,0.710273122,,0.00176,0.0024779200359492134
Gymnodinium sp.,14.20546243,,0.0352,0.0024779200376935564
Gymnodinium sp.,10.65409683,,0.0264,0.0024779200359492134
Gymnodinium sp.,17.75682804,,0.02008,0.0011308325988609396
Gymnodinium sp.,29.5947134,,0.03347,0.0011309452315899095
Gymnodinium sp.,96.60793951,,0.03225,3.338234948760269e-4
Gymnodinium sp.,88.75854442,,0.02963,3.3382701568192296e-4
Gymnodinium sp.,10.62,,0.04838,0.004555555555555556
Gymnodinium sp.,21.24,,0.09675,0.004555084745762712
Gymnodinium sp.,10.62,,0.0137,0.001290018832391714
Gymnodinium sp.,1.062,,0.00137,0.0012900188323917137
Gymnodinium uberrimum,1,,0.001,0.001
Gymnodinium uberrimum,9,,1.016,0.11288888888888889
Gymnodinium uberrimum,1,,0.001,0.001
Gymnodinium uberrimum,1,,0.001,0.001
Gymnodinium uberrimum,0.333333333,,0.03762,0.11286000011286
Gymnodinium uberrimum,0.3,,0.03386,0.11286666666666667
Gymnodinium uberrimum,0.4,,0.04515,0.112875
Gymnodinium uberrimum,2.8,,0.316,0.11285714285714286
Gymnodinium uberrimum,1,,0.1129,0.1129
Gymnodinium uberrimum,0.2,,0.02257,0.11284999999999999
Gymnodinium uberrimum,0.11,,0.01242,0.11290909090909092
Gymnodinium uberrimum,0.08,,0.002878,0.035975
Peridiniopsis elpatiewskyi,11,,0.132,0.012
Peridiniopsis elpatiewskyi,4,,0.048,0.012
Peridiniopsis elpatiewskyi,4,,0.048,0.012
Peridiniopsis elpatiewskyi,2,,0.024,0.012
Peridiniopsis elpatiewskyi,4.735,,0.05682,0.012
Peridiniopsis elpatiewskyi,25.35958412,,0.3043,0.01199940813540439
Peridiniopsis elpatiewskyi,42.26597353,,0.5072,0.012000196792817138
Peridiniopsis elpatiewskyi,5.918942681,,0.07103,0.012000454106103887
Peridiniopsis elpatiewskyi,1.183788536,,0.01421,0.01200383309000046
Peridiniopsis elpatiewskyi,6.392458095,,0.07671,0.012000078664575116
Peridinium sp.,0.355136561,,9.062e-4,0.0025516944733831558
Peridinium sp.,0.1,,1.828e-4,0.001828
Peridinium sp.,0.2,,3.656e-4,0.001828
Peridinium umbonatum,3,,0.01185,0.0039499999999999995
Peridinium umbonatum,4,,0.0158,0.00395
Peridinium umbonatum,4,,0.0158,0.00395
Peridinium umbonatum,4,,0.0158,0.00395
Peridinium umbonatum,3.315,,0.0131,0.003951734539969835
Peridinium umbonatum,4.262,,0.01684,0.003951196621304553
Peridinium umbonatum,4.26163873,,0.01684,0.003951531574334083
Peridinium umbonatum,2.485955926,,0.009822,0.0039509952277408155
Peridinium umbonatum,7.102731217,,0.02806,0.003950592968074017
Peridinium umbonatum,7.102731217,,0.02806,0.003950592968074017
Peridinium umbonatum,41.43259876,,0.1637,0.0039509952283765465
Peridinium umbonatum,5.918942681,,0.02339,0.003951719295252287
Peridinium umbonatum,1.183788536,,0.004677,0.003950874550452649
Peridinium umbonatum,11.36436995,,0.0449,0.003950944944378549
Peridinium umbonatum,0.1,,3.951e-4,0.003951
Peridinium umbonatum,1.420546243,,0.005613,0.0039512969237425945
Peridinium umbonatum,7.08,,0.00913,0.00128954802259887
Peridinium umbonatum,1.593,,0.002054,0.0012893910860012554
Peridinium umbonatum,15.93,,0.02054,0.0012893910860012556
Tyrannodinium edax,14,,0.02381,0.0017007142857142859
Tyrannodinium edax,13,,0.02211,0.001700769230769231
Tyrannodinium edax,1,,0.001701,0.001701
Tyrannodinium edax,7,,0.01191,0.0017014285714285714
Tyrannodinium edax,2,,0.003402,0.001701
Tyrannodinium edax,1,,0.001701,0.001701
Tyrannodinium edax,1,,0.001,0.001
Tyrannodinium edax,2,,0.003402,0.001701
Tyrannodinium edax,8.115,,0.0138,0.0017005545286506469
Tyrannodinium edax,1.421,,0.00242,0.0017030260380014072
Tyrannodinium edax,3.788,,0.00644,0.0017001055966209084
Tyrannodinium edax,1.420546243,,0.002416,0.0017007542076896685
Tyrannodinium edax,2.841092487,,0.004833,0.0017011061843689988
Tyrannodinium edax,1.775682804,,0.003021,0.0017013173710950687
Tyrannodinium edax,1.775682804,,0.003021,0.0017013173710950687
Tyrannodinium edax,5.918942681,,0.01007,0.0017013173708076328
Tyrannodinium edax,40.8407045,,0.06947,0.0017009990608756517
Tyrannodinium edax,20.12440511,,0.03423,0.0017009198439853904
Tyrannodinium edax,6.392458095,,0.01087,0.001700441338599029
Tyrannodinium edax,0.2,,3.402e-4,0.0017009999999999998
Aphanizomenon yezoense,430.11,,0.02682,6.235614145218664e-5
Aphanocapsa delicatissima,81995.98866,,0.06964,8.493098398845501e-7
Aphanocapsa delicatissima,48605.86957,,0.04128,8.49280145899877e-7
Aphanocapsa delicatissima,3696.159386,,0.003139,8.492599133818846e-7
Aphanocapsa holsatica,817.8465879,,0.002216,2.7095546191493748e-6
Aphanocapsa nubila,1039.742949,,0.00596,5.73218602322063e-6
Aphanocapsa sp.,675.432,,0.00136,2.013526158073648e-6
Aphanocapsa sp.,5040.96,,0.00247,4.899860344061448e-7
Aphanothece sp.,185.85,,3.743e-4,2.0139897767016413e-6
Chroococcales,279,,0.01412,5.060931899641577e-5
Chroococcus sp.,5.31,,3.684e-4,6.937853107344634e-5
Merismopedia sp.,28.32,,1.334e-4,4.710451977401129e-6
Oscillatoria sp.,118.3788536,,0.003227,2.725993622901582e-5
Oscillatoria sp.,106.2,,0.002895,2.7259887005649717e-5
Planktolyngbya limnetica,710,,6.997e-4,9.85492957746479e-7
Planktolyngbya limnetica,57.05906427,,5.623e-5,9.854700689433512e-7
Planktolyngbya limnetica,47.79,,3.378e-4,7.06842435655995e-6
Planktothrix isothrix,40,,7.9e-4,1.975e-5
Planktothrix sp.,2,,3.53e-5,1.765e-5
Pseudanabaena catenata,609,,0.01515,2.4876847290640393e-5
Pseudanabaena catenata,10,,2.489e-4,2.4889999999999997e-5
Pseudanabaena catenata,43,,0.00107,2.4883720930232557e-5
Pseudanabaena limnetica,584.1,,0.008188,1.4018147577469612e-5
Pseudanabaena limnetica,318.6,,0.004466,1.4017576898932832e-5
Pseudanabaena limnetica,982.35,,0.01377,1.401740723774622e-5
Pseudanabaena limnetica,35,,4.906e-4,1.4017142857142856e-5
Chrysochromulina parva,25,,5.567e-4,2.2268e-5
Chrysochromulina parva,1319,,0.02937,2.2266868840030327e-5
Chrysochromulina parva,6222,,0.1386,2.227579556412729e-5
Chrysochromulina parva,6515,,0.1451,2.227168073676132e-5
Chrysochromulina parva,6199,,0.138,2.2261655105662204e-5
Chrysochromulina parva,561,,0.01249,2.2263814616755792e-5
Chrysochromulina parva,522,,0.01162,2.2260536398467432e-5
Chrysochromulina parva,751,,0.01672,2.2263648468708388e-5
Chrysochromulina parva,117,,0.002605,2.2264957264957266e-5
Chrysochromulina parva,8.115,,1.8e-4,2.2181146025878004e-5
Chrysochromulina parva,6764.26,,0.1506,2.2264076188674e-5
Chrysochromulina parva,14332.733,,0.3192,2.227070022165347e-5
Chrysochromulina parva,309.3869263,,0.00689,2.2269848575692708e-5
Chrysochromulina parva,547.767017,,0.0122,2.227224279916803e-5
Chrysochromulina parva,786.1471078,,0.01751,2.2273185039122017e-5
Chrysochromulina parva,1394.777127,,0.03106,2.226879076143611e-5
Chrysochromulina parva,9805.70586,,0.2184,2.2272746410935073e-5
Chrysochromulina parva,11411.81285,,0.2541,2.2266400907547303e-5
Chrysochromulina parva,6153.925747,,0.137,2.2262212063053676e-5
Chrysochromulina parva,5680.546843,,0.1265,2.226898281032272e-5
Chrysochromulina parva,233.3081739,,0.005196,2.2270972821668465e-5
Chrysochromulina parva,38.03937618,,8.471e-4,2.226902975463043e-5
Chrysochromulina parva,65.93491871,,0.001468,2.2264378704350416e-5
Chrysochromulina parva,111.5821701,,0.002485,2.227058317447081e-5
Chrysochromulina parva,197.8047561,,0.004405,2.2269434197896926e-5
Chrysochromulina parva,4.248,,2.238e-4,5.268361581920903e-5
Chrysochromulina parva,21.24,,0.001119,5.2683615819209046e-5
Chrysochromulina parva,14.16,,7.46e-4,5.268361581920904e-5
Chrysochromulina parva,269.748,,0.01421,5.267879650636891e-5
Ellipsoidion sp.,10,,0.01034,0.001034
Ellipsoidion sp.,15.21575047,,0.01573,0.0010337971847667925
Nephrodiella lunaris,3,,4.965e-4,1.6549999999999998e-4
Nephrodiella lunaris,51,,0.00844,1.6549019607843137e-4
