taxa,abundance,date,bv,ind.bv
Oocystis lacustris,180,07/09/2018,0.05275,2.9305555555555557e-4
Oocystis lacustris,203,07/09/2018,0.05949,2.9305418719211825e-4
Oocystis lacustris,4,01/10/2018,0.001172,2.93e-4
Oocystis lacustris,269,14/11/2018,0.07883,2.9304832713754645e-4
Oocystis lacustris,388,14/11/2018,0.1137,2.9304123711340206e-4
Oocystis lacustris,24.345,18/02/2019,0.00713,2.928732799342781e-4
Oocystis lacustris,157.2294216,21/10/2019,0.04607,2.930113176731294e-4
Oocystis lacustris,2.535958412,19/11/2019,7.431e-4,2.9302531006963537e-4
Oocystis lacustris,6.33989603,18/12/2019,0.001858,2.9306474289295245e-4
Oocystis lacustris,1.062,21/01/2020,2.004e-4,1.887005649717514e-4
Oocystis lacustris,26.55,17/03/2020,0.01497,5.638418079096045e-4
Oocystis lacustris,10.62,20/04/2020,0.005986,5.636534839924671e-4
Oocystis lacustris,15.93,14/05/2020,0.008979,5.63653483992467e-4
Oocystis lacustris,47.79,23/06/2020,0.02694,5.637162586315128e-4
Oocystis lacustris,21.24,23/06/2020,0.01197,5.635593220338983e-4
Oocystis lacustris,9.558,05/08/2020,0.001804,1.887424147311153e-4
Oocystis lacustris,31.86,20/10/2020,0.006013,1.8873195229127433e-4
Oocystis marssonii,18,12/04/2018,0.01429,7.938888888888889e-4
Oocystis marssonii,1,07/06/2018,7.94e-4,7.94e-4
Oocystis marssonii,7,07/08/2018,0.005558,7.939999999999999e-4
Oocystis marssonii,32,14/11/2018,0.02541,7.940625e-4
Oocystis marssonii,41,14/11/2018,0.03256,7.941463414634146e-4
Oocystis marssonii,18,03/12/2018,0.01429,7.938888888888889e-4
Oocystis marssonii,32,14/01/2019,0.02541,7.940625e-4
Oocystis marssonii,16.23,18/02/2019,0.01289,7.942082563154652e-4
Oocystis marssonii,50.71916824,21/10/2019,0.04027,7.939798974905271e-4
Oocystis marssonii,1.267979206,19/11/2019,0.001007,7.941770616071129e-4
Oocystis marssonii,2.535958412,18/12/2019,0.002014,7.941770616071129e-4
Oocystis marssonii,16.992,18/02/2020,0.009578,5.636770244821092e-4
Oocystis marssonii,4587.84,17/09/2020,2.586,5.63663946432308e-4
Oocystis marssonii,5278.14,20/10/2020,2.975,5.636455266438556e-4
Oocystis marssonii,6478.2,12/11/2020,3.652,5.637368404803804e-4
Oocystis marssonii,173.46,15/12/2020,0.09777,5.636457973019716e-4
Oocystis parva,50.71916824,11/07/2019,0.007452,1.4692669967964758e-4
Oocystis parva,26.904,18/02/2020,0.00285,1.0593220338983052e-4
Oocystis parva,21.24,08/07/2020,0.01197,5.635593220338983e-4
Oocystis parva,32.922,05/08/2020,0.01856,5.637567583986392e-4
Oocystis parva,297.36,12/11/2020,0.03149,1.0589857411891309e-4
Oocystis parva,63.72,15/12/2020,0.006749,1.0591650973006905e-4
Oocystis solitaria,21.248,14/05/2020,0.03821,0.0017982868975903615
Oocystis sp.,212.4,20/10/2020,0.007843,3.692561205273069e-5
Oocystis sp.,169.92,12/11/2020,0.006274,3.692325800376648e-5
Oocystis sp.,283.2,15/12/2020,0.01046,3.6935028248587576e-5
Pandorina morum,1,09/07/2018,0.001,0.001
Pandorina morum,4,07/08/2018,0.002031,5.0775e-4
Pediastrum boryanum,6,09/07/2018,0.001211,2.0183333333333335e-4
Pediastrum boryanum,3,09/07/2018,6.054e-4,2.018e-4
Pediastrum boryanum,47,07/08/2018,0.009485,2.0180851063829788e-4
Pediastrum boryanum,2,07/09/2018,4.036e-4,2.018e-4
Pediastrum boryanum,5,07/09/2018,0.001009,2.0179999999999997e-4
Pediastrum boryanum,2,01/10/2018,4.036e-4,2.018e-4
Pediastrum boryanum,6,14/11/2018,0.001211,2.0183333333333335e-4
Pediastrum boryanum,6,14/11/2018,0.001211,2.0183333333333335e-4
Pediastrum boryanum,4,03/12/2018,8.072e-4,2.018e-4
Pediastrum boryanum,3,14/01/2019,0.001,3.333333333333333e-4
Pediastrum boryanum,3.315,18/02/2019,6.7e-4,2.0211161387631978e-4
Pediastrum boryanum,3.92,12/03/2019,7.9e-4,2.0153061224489796e-4
Pediastrum boryanum,7.24,01/04/2019,0.00146,2.0165745856353588e-4
Pediastrum boryanum,1.84,08/05/2019,3.713e-4,2.0179347826086957e-4
Pediastrum boryanum,2.72,08/05/2019,5.489e-4,2.0180147058823525e-4
Pediastrum boryanum,0.3,06/06/2019,6.054e-5,2.018e-4
Pediastrum boryanum,0.2,06/06/2019,4.036e-5,2.018e-4
Pediastrum boryanum,2.333333333,25/06/2019,4.709e-4,2.0181428574311632e-4
Pediastrum boryanum,177.5682804,25/06/2019,0.03583,2.0178153395013676e-4
Pediastrum boryanum,4.26163873,29/08/2019,8.6e-4,2.0180030605269068e-4
Pediastrum boryanum,0.8,19/11/2019,1.614e-4,2.0174999999999997e-4
Pediastrum boryanum,1.93,18/12/2019,3.895e-4,2.0181347150259067e-4
Pediastrum boryanum,9.44,21/01/2020,0.001905,2.0180084745762713e-4
Pediastrum boryanum,31.86,18/02/2020,0.006429,2.0178907721280602e-4
Pediastrum boryanum,21.24,17/03/2020,0.004286,2.0178907721280604e-4
Pediastrum boryanum,53.1,20/04/2020,0.01072,2.0188323917137477e-4
Pediastrum boryanum,101.952,05/08/2020,0.02057,2.017616133082235e-4
Pediastrum boryanum,6.4,20/10/2020,0.001292,2.01875e-4
Pediastrum boryanum,14.4,12/11/2020,0.002906,2.0180555555555555e-4
Pediastrum boryanum,13.4,15/12/2020,0.002704,2.0179104477611938e-4
Pediastrum duplex,2.8,11/07/2019,0.00155,5.535714285714286e-4
Pediastrum integrum,1,14/01/2019,0.001,0.001
Pediastrum sp.,1,03/12/2018,8.375e-5,8.375e-5
Planktosphaeria gelatinosa,855.4633043,29/08/2019,1.11,0.0012975425064062564
Planktosphaeria gelatinosa,1559.614423,17/09/2019,2.024,0.0012977566571272983
Planktosphaeria gelatinosa,1176.684703,21/10/2019,1.527,0.0012977138192642927
Planktosphaeria gelatinosa,253.5958412,19/11/2019,0.3292,0.001298128543600107
Planktosphaeria gelatinosa,29.16352174,18/12/2019,0.03785,0.0012978542282184608
Planktosphaeria gelatinosa,597.906,21/01/2020,0.3711,6.206661247754664e-4
Planktosphaeria gelatinosa,6.372,18/02/2020,0.003955,6.206842435655996e-4
Planktosphaeria gelatinosa,55.755,17/03/2020,0.0346,6.205721459958748e-4
Planktosphaeria gelatinosa,134.52,20/04/2020,0.08349,6.20651204281891e-4
Planktosphaeria gelatinosa,13.275,14/05/2020,0.008239,6.206403013182674e-4
Planktosphaeria gelatinosa,53.1,23/06/2020,0.03296,6.207156308851224e-4
Planktosphaeria gelatinosa,177,23/06/2020,0.1099,6.209039548022598e-4
Planktosphaeria gelatinosa,7.08,08/07/2020,0.004394,6.206214689265537e-4
Planktosphaeria gelatinosa,8.496,05/08/2020,0.005273,6.206450094161958e-4
Planktosphaeria gelatinosa,21.24,20/10/2020,0.01318,6.20527306967985e-4
Scenedesmus aculeolatus,16,09/07/2018,8.162e-4,5.10125e-5
Scenedesmus aculeolatus,4.248,18/02/2020,2.167e-4,5.101224105461394e-5
Scenedesmus aculeolatus,21.24,17/03/2020,0.001083,5.098870056497176e-5
Scenedesmus aculeolatus,14.16,20/04/2020,7.223e-4,5.100988700564972e-5
Scenedesmus aculeolatus,42.48,17/09/2020,0.002167,5.1012241054613945e-5
Scenedesmus aculeolatus,21.24,12/11/2020,0.001083,5.098870056497176e-5
Scenedesmus ecornis,8,09/07/2018,5.75e-4,7.1875e-5
Scenedesmus ecornis,1420,07/08/2018,0.1021,7.190140845070422e-5
Scenedesmus ecornis,1014,07/09/2018,0.07289,7.18836291913215e-5
Scenedesmus ecornis,1037,07/09/2018,0.07454,7.188042430086789e-5
Scenedesmus ecornis,1141,01/10/2018,0.08202,7.188431200701139e-5
Scenedesmus ecornis,15,14/11/2018,0.001078,7.186666666666666e-5
Scenedesmus ecornis,13,14/11/2018,9.345e-4,7.188461538461538e-5
Scenedesmus ecornis,9,14/01/2019,0.001,1.1111111111111112e-4
Scenedesmus ecornis,0.947,18/02/2019,7e-5,7.391763463569166e-5
Scenedesmus ecornis,7.102731217,06/06/2019,5.106e-4,7.188783925511736e-5
Scenedesmus ecornis,76.07875236,06/06/2019,0.005469,7.188603690713837e-5
Scenedesmus ecornis,144.9119093,11/07/2019,0.01042,7.19057532975311e-5
Scenedesmus ecornis,126.7979206,11/07/2019,0.009114,7.187815034247494e-5
Scenedesmus ecornis,71.00683554,29/08/2019,0.005104,7.188040364261529e-5
Scenedesmus ecornis,215.556465,17/09/2019,0.01549,7.186052155754178e-5
Scenedesmus ecornis,172.445172,21/10/2019,0.0124,7.190691311438976e-5
Scenedesmus ecornis,5.071916824,19/11/2019,3.646e-4,7.188603690713838e-5
Scenedesmus ecornis,1.267979206,18/12/2019,9.114e-5,7.187815034247494e-5
Scenedesmus ecornis,0.32,21/01/2020,2.3e-5,7.1875e-5
Scenedesmus ecornis,10.62,23/06/2020,7.634e-4,7.188323917137477e-5
Scenedesmus ecornis,7.08,23/06/2020,5.089e-4,7.187853107344632e-5
Scenedesmus ecornis,10.62,08/07/2020,7.634e-4,7.188323917137477e-5
Scenedesmus linearis,4.248,18/02/2020,4.898e-4,1.1530131826741995e-4
Scenedesmus linearis,21.24,17/03/2020,0.002449,1.1530131826741996e-4
Scenedesmus linearis,31.86,08/07/2020,0.00229,7.187696170747018e-5
Scenedesmus linearis,80.712,05/08/2020,0.005802,7.188522152839726e-5
Scenedesmus linearis,79.65,17/09/2020,0.005725,7.187696170747017e-5
Scenedesmus linearis,42.48,20/10/2020,0.004925,1.1593691148775895e-4
Scenedesmus linearis,56.64,15/12/2020,0.004071,7.1875e-5
Scenedesmus obtusus,5.071916824,19/11/2019,9.578e-4,1.8884379086576283e-4
Scenedesmus quadricauda,10,09/07/2018,0.001223,1.223e-4
Scenedesmus quadricauda,101,07/08/2018,0.01236,1.2237623762376238e-4
Scenedesmus quadricauda,20.2876673,08/05/2019,0.002482,1.2234033431729235e-4
Scenedesmus quadricauda,203.55,12/11/2020,0.0249,1.2232866617538688e-4
Scenedesmus quadricauda,148.68,15/12/2020,0.01819,1.223432875975249e-4
Scenedesmus sp.,2.535958412,18/12/2019,1.603e-4,6.321081577736851e-5
Scenedesmus sp.,14.16,20/04/2020,0.001142,8.06497175141243e-5
Scenedesmus sp.,21.24,14/05/2020,0.001713,8.06497175141243e-5
Scenedesmus sp.,42.48,23/06/2020,0.003426,8.06497175141243e-5
Scenedesmus sp.,84.96,20/10/2020,0.006853,8.06614877589454e-5
Schroederia ecsediensis,36,03/12/2018,0.006975,1.9375000000000002e-4
Schroederia ecsediensis,77,14/01/2019,0.01492,1.9376623376623375e-4
Schroederia ecsediensis,44.633,18/02/2019,0.00865,1.9380279165639772e-4
Schroederia ecsediensis,25.35958412,06/06/2019,0.004913,1.9373346095708763e-4
Schroederia ecsediensis,42.26597353,25/06/2019,0.008189,1.9374923410169469e-4
Schroederia ecsediensis,1.775682804,11/07/2019,3.44e-4,1.9372829382876652e-4
Schroederia ecsediensis,1.267979206,19/11/2019,2.457e-4,1.9377289378040482e-4
Schroederia ecsediensis,7.607875236,18/12/2019,0.001474,1.937466052315267e-4
Schroederia ecsediensis,1.062,21/01/2020,2.058e-4,1.9378531073446325e-4
Schroederia sp,9.558,21/01/2020,0.001852,1.9376438585478134e-4
Sphaerocystis schroeteri,2120,09/07/2018,0.4323,2.0391509433962264e-4
Sphaerocystis schroeteri,2272,09/07/2018,0.4633,2.0391725352112675e-4
Sphaerocystis schroeteri,12375,07/08/2018,2.524,2.0395959595959597e-4
Sphaerocystis schroeteri,114,14/11/2018,0.02325,2.0394736842105262e-4
Sphaerocystis schroeteri,84,14/11/2018,0.01713,2.0392857142857143e-4
Sphaerocystis schroeteri,290,03/12/2018,0.05914,2.039310344827586e-4
Sphaerocystis schroeteri,2861,14/01/2019,0.5834,2.0391471513456834e-4
Sphaerocystis schroeteri,4473.431,18/02/2019,0.9122,2.039150710047836e-4
Sphaerocystis schroeteri,1033.665,12/03/2019,0.2108,2.0393454359004127e-4
Sphaerocystis schroeteri,528.192,01/04/2019,0.1077,2.0390312613595058e-4
Sphaerocystis schroeteri,172.445172,08/05/2019,0.03517,2.0394888179299097e-4
Sphaerocystis schroeteri,136.9417543,08/05/2019,0.02793,2.0395532496840518e-4
Sphaerocystis schroeteri,202.876673,06/06/2019,0.04137,2.039169875385328e-4
Sphaerocystis schroeteri,240.9160491,06/06/2019,0.04913,2.039299589360566e-4
Sphaerocystis schroeteri,42.26597353,25/06/2019,0.008619,2.0392290251831805e-4
Sphaerocystis schroeteri,42.26597353,25/06/2019,0.008619,2.0392290251831805e-4
Sphaerocystis schroeteri,4.248,21/01/2020,8.663e-4,2.039312617702448e-4
Sphaerocystis schroeteri,5896.224,18/02/2020,1.202,2.038592835007625e-4
Sphaerocystis schroeteri,10683.72,17/03/2020,2.179,2.0395517666131272e-4
Sphaerocystis schroeteri,2184.18,20/04/2020,0.4454,2.0392092226831124e-4
Sphaerocystis schroeteri,5214.42,14/05/2020,1.063,2.0385776366307277e-4
Sphaerocystis schroeteri,302.67,23/06/2020,0.06172,2.0391845904780783e-4
Sphaerocystis schroeteri,481.44,23/06/2020,0.09818,2.0392987703556e-4
Sphaerocystis schroeteri,325.68,08/07/2020,0.06641,2.0391181527880126e-4
Sphaerocystis schroeteri,280.368,05/08/2020,0.05717,2.0391057467328654e-4
Sphaerocystis schroeteri,679.68,17/09/2020,0.1386,2.0391949152542374e-4
Sphaerocystis schroeteri,58.41,20/10/2020,0.01191,2.039034411915768e-4
Sphaerocystis schroeteri,226.56,12/11/2020,0.0462,2.039194915254237e-4
Sphaerocystis schroeteri,92.04,15/12/2020,0.01877,2.0393307257714034e-4
Tetrabaena socialis,469,08/03/2018,0.1699,3.622601279317697e-4
Tetrabaena socialis,63,09/05/2018,0.02283,3.6238095238095235e-4
Tetradesmus dimorphus,28,08/03/2018,0.002984,1.0657142857142857e-4
Tetradesmus lagerheimii,2,12/04/2018,5.994e-4,2.997e-4
Tetraedron minimum,21,07/06/2018,0.01684,8.019047619047619e-4
Tetraedron minimum,4,09/07/2018,0.003207,8.0175e-4
Tetraedron minimum,7963,07/08/2018,6.384,8.017078990330278e-4
Tetraedron minimum,2277,07/09/2018,1.826,8.019323671497585e-4
Tetraedron minimum,1736,07/09/2018,1.392,8.018433179723502e-4
Tetraedron minimum,2079,01/10/2018,1.667,8.018278018278018e-4
Tetraedron minimum,34,14/11/2018,0.02726,8.01764705882353e-4
Tetraedron minimum,47,14/11/2018,0.03768,8.017021276595745e-4
Tetraedron minimum,108,03/12/2018,0.08659,8.017592592592592e-4
Tetraedron minimum,135,14/01/2019,0.1082,8.014814814814815e-4
Tetraedron minimum,219.107,18/02/2019,0.1757,8.018913133765694e-4
Tetraedron minimum,238.538,12/03/2019,0.1913,8.019686590815719e-4
Tetraedron minimum,340.769,01/04/2019,0.2732,8.017161185436469e-4
Tetraedron minimum,2069.342064,08/05/2019,1.659,8.01704091779386e-4
Tetraedron minimum,1552.006548,08/05/2019,1.244,8.015430099847749e-4
Tetraedron minimum,8368.66276,06/06/2019,6.71,8.018007407434352e-4
Tetraedron minimum,7328.919811,06/06/2019,5.876,8.017552588282782e-4
Tetraedron minimum,12679.79206,25/06/2019,10.17,8.0206362627054e-4
Tetraedron minimum,6339.89603,25/06/2019,5.083,8.017481636840029e-4
Tetraedron minimum,1386.323932,11/07/2019,1.111,8.014000006457365e-4
Tetraedron minimum,431.1129301,11/07/2019,0.3456,8.01646102147378e-4
Tetraedron minimum,1650.063607,29/08/2019,1.323,8.017872731617672e-4
Tetraedron minimum,4235.050548,17/09/2019,3.395,8.016433243289827e-4
Tetraedron minimum,1146.253202,21/10/2019,0.919,8.017425804320676e-4
Tetraedron minimum,150.7083856,19/11/2019,0.1208,8.015479664191956e-4
Tetraedron minimum,145.8176087,18/12/2019,0.1169,8.0168644268818e-4
Tetraedron minimum,52.038,21/01/2020,0.04172,8.017218186709712e-4
Tetraedron minimum,82.128,18/02/2020,0.06585,8.017971946230276e-4
Tetraedron minimum,403.56,17/03/2020,0.3236,8.018634156011497e-4
Tetraedron minimum,84.96,20/04/2020,0.06812,8.01789077212806e-4
Tetraedron minimum,10.624,14/05/2020,0.008518,8.017695783132529e-4
Tetraedron minimum,5.31,23/06/2020,0.004257,8.016949152542375e-4
Tetraedron minimum,10.62,23/06/2020,0.008515,8.01789077212806e-4
Tetraedron minimum,35.4,08/07/2020,0.02838,8.016949152542372e-4
Tetraedron minimum,0.531,05/08/2020,4.257e-4,8.016949152542372e-4
Tetraedron minimum,15.93,20/10/2020,0.01277,8.016321406151915e-4
Tetraedron minimum,14.16,12/11/2020,0.01135,8.015536723163842e-4
Tetraedron minimum,24,15/12/2020,0.01924,8.016666666666667e-4
Tetraedron regulare,84.53194707,25/06/2019,0.04872,5.763501455805281e-4
Tetraedron regulare,12.07599244,11/07/2019,0.00696,5.763501455123469e-4
Tetraselmis cordiformis,0.355136561,08/05/2019,4.216e-4,0.0011871489626774866
Tetraselmis cordiformis,1.775682804,06/06/2019,0.002108,0.001187148963346046
Tetraselmis cordiformis,14.20546243,06/06/2019,0.01686,0.0011868673816907203
Tetraselmis cordiformis,1.183788536,11/07/2019,0.001405,0.0011868673815236203
Tetraselmis cordiformis,15.93,14/05/2020,0.01891,0.00118706842435656
Tetraselmis cordiformis,15.93,23/06/2020,0.01891,0.00118706842435656
Ulothrix sp.,1,14/01/2019,0.003139,0.003139
Ulothrix sp.,1.03,18/12/2019,0.003233,0.003138834951456311
Ulothrix sp.,0.48,21/01/2020,2.434e-5,5.070833333333334e-5
Volvocales,111,12/04/2018,0.01453,1.309009009009009e-4
Cryptomonas erosa,3,07/06/2018,0.0039,0.0013
Cryptomonas erosa,11.359,12/03/2019,0.01477,0.001300290518531561
Cryptomonas erosa,17.038,01/04/2019,0.02215,0.0013000352154008685
Cryptomonas erosa,25.35958412,06/06/2019,0.03297,0.0013001001847659636
Cryptomonas erosa,25.35958412,06/06/2019,0.03297,0.0013001001847659636
Cryptomonas erosa,126.7979206,25/06/2019,0.1648,0.0012997058565327923
Cryptomonas erosa,24.15198488,11/07/2019,0.0314,0.0013001001845608972
Cryptomonas erosa,12.67979206,11/07/2019,0.01648,0.0012997058565327926
Cryptomonas erosa,6.392458095,21/10/2019,0.00831,0.0012999694134091934
Cryptomonas erosa,6.33989603,19/11/2019,0.008241,0.0012998635878260609
Cryptomonas erosa,3.906502169,18/12/2019,0.005078,0.0012998840856396823
Cryptomonas erosa,28.674,21/01/2020,0.03649,0.0012725814326567623
Cryptomonas erosa,17.523,18/02/2020,0.0223,0.0012726131370199168
Cryptomonas erosa,17.7,20/04/2020,0.02253,0.0012728813559322034
Cryptomonas erosa,25.232,14/05/2020,0.03211,0.0012725903614457831
Cryptomonas erosa,58.41,23/06/2020,0.07433,0.0012725560691662387
Cryptomonas erosa,49.56,23/06/2020,0.06307,0.0012725988700564971
Cryptomonas erosa,109.74,08/07/2020,0.1397,0.0012730089301986513
Cryptomonas erosa,35.046,05/08/2020,0.0446,0.0012726131370199168
Cryptomonas erosa,116.82,17/09/2020,0.1487,0.001272898476288307
Cryptomonas erosa,58.41,20/10/2020,0.07433,0.0012725560691662387
Cryptomonas erosa,8.85,12/11/2020,0.01126,0.0012723163841807908
Cryptomonas erosa,11.2,15/12/2020,0.01425,0.0012723214285714286
Cryptomonas marssonii,51,09/07/2018,0.03699,7.252941176470589e-4
Cryptomonas marssonii,8,09/07/2018,0.005802,7.2525e-4
Cryptomonas marssonii,45,07/09/2018,0.03264,7.253333333333334e-4
Cryptomonas marssonii,254,14/11/2018,0.1842,7.251968503937008e-4
Cryptomonas marssonii,294,14/11/2018,0.2132,7.251700680272108e-4
Cryptomonas marssonii,443,03/12/2018,0.3213,7.252821670428893e-4
Cryptomonas marssonii,41,14/01/2019,0.02974,7.253658536585366e-4
Cryptomonas marssonii,4.058,18/02/2019,0.00294,7.24494825036964e-4
Cryptomonas marssonii,5.679,12/03/2019,0.00412,7.254798379996479e-4
Cryptomonas marssonii,11.359,01/04/2019,0.00824,7.25415969715644e-4
Cryptomonas marssonii,10.14383365,08/05/2019,0.007357,7.252682027174213e-4
Cryptomonas marssonii,20.2876673,08/05/2019,0.01471,7.250710386008747e-4
Cryptomonas marssonii,63.3989603,06/06/2019,0.04598,7.252484864487597e-4
Cryptomonas marssonii,25.35958412,06/06/2019,0.01839,7.251696208021253e-4
Cryptomonas marssonii,12.07599244,11/07/2019,0.008758,7.25240599769703e-4
Cryptomonas marssonii,15.21575047,29/08/2019,0.01104,7.255639491306668e-4
Cryptomonas marssonii,12.67979206,17/09/2019,0.009196,7.252484864487596e-4
Cryptomonas marssonii,2.535958412,19/11/2019,0.001839,7.251696208021254e-4
Cryptomonas marssonii,13.94777127,18/12/2019,0.01012,7.255639488272165e-4
Cryptomonas marssonii,29.736,21/01/2020,0.01485,4.993946731234866e-4
Cryptomonas marssonii,87.792,18/02/2020,0.04386,4.995899398578459e-4
Cryptomonas marssonii,13.275,17/03/2020,0.006632,4.995856873822975e-4
Cryptomonas marssonii,24.78,20/04/2020,0.01238,4.995964487489911e-4
Cryptomonas marssonii,9.296,14/05/2020,0.004644,4.995697074010327e-4
Cryptomonas marssonii,35.4,23/06/2020,0.01768,4.994350282485876e-4
Cryptomonas marssonii,53.1,08/07/2020,0.02653,4.996233521657251e-4
Cryptomonas marssonii,114.696,05/08/2020,0.0573,4.995815024063611e-4
Cryptomonas marssonii,21.24,17/09/2020,0.01061,4.995291902071563e-4
Cryptomonas marssonii,10.62,20/10/2020,0.005305,4.995291902071563e-4
Cryptomonas marssonii,5.31,12/11/2020,0.002653,4.996233521657251e-4
Cryptomonas marssonii,92.04,15/12/2020,0.04598,4.995654063450673e-4
Cryptomonas obovata,25,08/03/2018,0.0482,0.001928
Cryptomonas ovata,12,07/06/2018,0.02457,0.0020475000000000003
Cryptomonas ovata,41,09/07/2018,0.08395,0.002047560975609756
Cryptomonas ovata,20,09/07/2018,0.04095,0.0020475
Cryptomonas ovata,51,07/08/2018,0.1044,0.002047058823529412
Cryptomonas ovata,45,07/09/2018,0.09214,0.0020475555555555555
Cryptomonas ovata,8,14/11/2018,0.01638,0.0020475
Cryptomonas ovata,4,03/12/2018,0.00819,0.0020475
Cryptomonas ovata,11.359,01/04/2019,0.02326,0.002047715467910908
Cryptomonas ovata,15.21575047,08/05/2019,0.03116,0.0020478779578724255
Cryptomonas ovata,25.35958412,06/06/2019,0.05193,0.002047746514858856
Cryptomonas ovata,63.3989603,06/06/2019,0.1298,0.002047352186625685
Cryptomonas ovata,84.53194707,25/06/2019,0.1731,0.002047746514778108
Cryptomonas ovata,36.22797732,11/07/2019,0.07418,0.002047588783242619
Cryptomonas ovata,12.67979206,11/07/2019,0.02596,0.002047352186625685
Cryptomonas ovata,4.26163873,21/10/2019,0.008726,0.0020475691518788124
Cryptomonas ovata,2.485955926,18/12/2019,0.00509,0.002047502108450494
Cryptomonas ovata,1.062,21/01/2020,0.002096,0.0019736346516007535
Cryptomonas ovata,0.531,18/02/2020,0.001048,0.0019736346516007535
Cryptomonas ovata,1.77,20/04/2020,0.003493,0.0019734463276836157
Cryptomonas ovata,2.656,14/05/2020,0.005242,0.001973644578313253
Cryptomonas ovata,14.16,23/06/2020,0.02795,0.001973870056497175
Cryptomonas ovata,2.124,05/08/2020,0.004192,0.0019736346516007535
Cryptomonas ovata,0.2,15/12/2020,4.095e-4,0.0020475
Cryptomonas sp.,18,12/04/2018,0.006514,3.6188888888888886e-4
Plagioselmis nannoplanctica,477,09/07/2018,0.05473,1.1473794549266247e-4
Plagioselmis nannoplanctica,42.26597353,25/06/2019,0.004849,1.1472585616792253e-4
Plagioselmis nannoplanctica,108.6839319,11/07/2019,0.01247,1.147363716236696e-4
Plagioselmis nannoplanctica,38.03937618,11/07/2019,0.004365,1.1474951585286487e-4
Plagioselmis nannoplanctica,55.79108507,29/08/2019,0.006401,1.1473159182992746e-4
Plagioselmis nannoplanctica,30.43150095,21/10/2019,0.003492,1.1474951583024037e-4
Plagioselmis nannoplanctica,40.57533459,19/11/2019,0.004655,1.1472487034394658e-4
Plagioselmis nannoplanctica,5.31,21/01/2020,4.704e-4,8.858757062146894e-5
Plagioselmis nannoplanctica,28.32,20/04/2020,0.002509,8.859463276836158e-5
Plagioselmis nannoplanctica,79.65,14/05/2020,0.007055,8.857501569365975e-5
Plagioselmis nannoplanctica,53.1,23/06/2020,0.004704,8.858757062146892e-5
Plagioselmis nannoplanctica,106.2,23/06/2020,0.009407,8.857815442561206e-5
Plagioselmis nannoplanctica,116.82,08/07/2020,0.01035,8.859784283513097e-5
Plagioselmis nannoplanctica,8.496,05/08/2020,7.526e-4,8.858286252354048e-5
Plagioselmis nannoplanctica,219.48,15/12/2020,0.01944,8.857299070530344e-5
Chromulina sp.,25,09/05/2018,3.535e-4,1.4139999999999998e-5
Dinobryon bavaricum,83.367,18/02/2020,0.01866,2.2382957285256753e-4
Dinobryon divergens,29,12/04/2018,0.007695,2.653448275862069e-4
Dinobryon divergens,13,09/05/2018,0.00345,2.6538461538461536e-4
Dinobryon divergens,2010,09/07/2018,0.5334,2.653731343283582e-4
Dinobryon divergens,843,09/07/2018,0.2237,2.65361803084223e-4
Dinobryon divergens,53.27048413,08/05/2019,0.01414,2.6543779788997386e-4
Dinobryon divergens,51.84993788,08/05/2019,0.01376,2.653812244065894e-4
Dinobryon divergens,248.5955926,06/06/2019,0.06595,2.6529030265679774e-4
Dinobryon divergens,649.8999063,06/06/2019,0.1724,2.652716184889224e-4
Dinobryon divergens,5.918942681,25/06/2019,0.001571,2.654190257734648e-4
Dinobryon divergens,5.918942681,25/06/2019,0.001571,2.654190257734648e-4
Dinobryon divergens,1.420546243,18/12/2019,3.769e-4,2.653204722178129e-4
Dinobryon divergens,21.2,21/01/2020,0.005625,2.653301886792453e-4
Dinobryon divergens,2.655,17/03/2020,7.045e-4,2.653483992467044e-4
Dinobryon divergens,205.32,20/04/2020,0.05448,2.6534190531852717e-4
Dinobryon divergens,9.296,14/05/2020,0.002467,2.653829604130809e-4
Dinobryon divergens,15.93,17/09/2020,0.004227,2.653483992467043e-4
Mallomonas sp.,1,14/01/2019,0.001286,0.001286
Mallomonas sp.,0.24,21/01/2020,2.647e-4,0.0011029166666666665
Mallomonas sp.,1.593,18/02/2020,0.001757,0.001102950408035154
Mallomonas sp.,2.655,17/03/2020,9.143e-4,3.443691148775895e-4
Mallomonas sp.,31.86,23/06/2020,0.01497,4.698681732580038e-4
Mallomonas sp.,56.64,23/06/2020,0.02662,4.699858757062147e-4
Mallomonas sp.,10.62,17/09/2020,0.008323,7.837099811676084e-4
Ochromonas sp.,507.1916824,25/06/2019,0.03377,6.658232217098362e-5
Ochromonas sp.,1606.106994,25/06/2019,0.107,6.662071729948521e-5
Ochromonas sp.,60.86300189,29/08/2019,0.004053,6.659218037462464e-5
Ochromonas sp.,12.67979206,17/09/2019,8.443e-4,6.658626545331532e-5
Ochromonas sp.,2.535958412,19/11/2019,8.498e-5,3.351001325490191e-5
Ochromonas sp.,34.23543856,18/12/2019,0.001147,3.350329507214585e-5
Ochromonas sp.,2.124,21/01/2020,7.118e-5,3.351224105461394e-5
Ceratium hirundinella,1,20/10/2020,0.02819,0.02819
Gymnodinium cnecoides,14,08/03/2018,0.00794,5.671428571428571e-4
Gymnodinium hiemale,4,07/06/2018,0.003295,8.2375e-4
Gymnodinium lantzschii,5.071916824,21/10/2019,0.002852,5.62312060502355e-4
Gymnodinium lantzschii,2.535958412,19/11/2019,0.001426,5.62312060502355e-4
